"","GAME_ID","Date","Team","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP"
"556","LAN201605150",20160515,"SLN",5,32,7,2,0,1,5,0,1,1,3,2,8,0,0,1,0,5,4,2,2,0,0,27,15,0,0,2,0
"565","LAN201605160",20160516,"ANA",7,36,12,3,0,0,7,0,1,0,4,1,7,2,0,2,0,7,6,6,6,1,0,27,11,1,0,1,0
"576","LAN201605170",20160517,"ANA",1,31,4,0,0,0,1,0,0,0,0,0,13,0,0,0,0,3,2,4,4,0,0,24,13,1,0,3,0
"660","LAN201605230",20160523,"CIN",0,27,2,1,0,0,0,1,0,0,1,0,7,0,0,1,0,2,1,1,1,2,0,24,12,3,0,4,0
"675","LAN201605240",20160524,"CIN",2,30,3,2,0,1,2,0,0,0,1,0,9,0,0,0,0,2,5,6,6,0,0,24,8,3,0,1,0
"691","LAN201605250",20160525,"CIN",1,30,4,0,1,0,1,0,0,0,2,0,14,0,0,0,0,4,2,3,3,0,0,24,7,0,0,0,0
"813","LAN201606030",20160603,"ATL",2,33,7,0,0,0,2,0,0,0,2,1,7,1,0,0,0,6,4,4,4,0,0,24,8,0,0,0,0
"828","LAN201606040",20160604,"ATL",0,29,5,0,0,0,0,1,0,1,2,0,8,1,1,1,0,6,6,4,4,0,0,24,7,0,0,0,0
"843","LAN201606050",20160605,"ATL",6,37,12,4,0,1,6,0,0,0,2,0,7,0,0,1,0,6,4,12,12,0,0,24,5,1,0,0,0
"855","LAN201606060",20160606,"COL",6,33,9,1,0,2,6,1,0,0,3,2,10,1,0,1,0,4,2,1,1,0,0,27,12,0,0,2,0
"867","LAN201606070",20160607,"COL",3,35,9,3,0,1,3,1,0,0,4,0,15,1,0,0,0,10,5,4,4,0,0,26,14,0,0,4,0
"883","LAN201606080",20160608,"COL",1,31,6,2,0,0,1,1,0,0,1,0,10,0,0,1,0,5,5,0,0,0,0,27,13,1,0,0,0
"989","LAN201606160",20160616,"MIL",8,35,10,1,0,3,8,0,1,0,3,0,11,2,0,1,0,4,4,5,5,1,0,27,9,2,0,1,0
"1002","LAN201606170",20160617,"MIL",2,41,12,4,0,0,2,0,0,1,2,0,16,2,1,0,0,12,4,3,3,0,0,28,11,1,0,1,0
"1017","LAN201606180",20160618,"MIL",6,35,11,1,0,1,6,0,0,0,4,0,7,2,0,1,0,6,5,10,10,0,0,24,6,0,0,1,0
"1032","LAN201606190",20160619,"MIL",1,30,6,1,0,1,1,0,0,0,3,0,10,1,0,2,0,5,4,2,2,0,0,26,10,1,0,2,0
"1044","LAN201606200",20160620,"WAS",1,34,7,1,0,0,1,0,0,0,0,0,10,0,0,0,0,6,3,4,4,0,0,24,8,0,0,1,0
"1059","LAN201606210",20160621,"WAS",2,37,11,5,0,2,2,0,0,0,2,2,5,1,0,0,0,10,2,3,3,0,0,24,11,0,0,2,0
"1074","LAN201606220",20160622,"WAS",3,36,11,3,0,1,3,0,0,0,3,0,10,0,2,0,0,9,4,2,2,1,0,25,4,1,0,0,0
"1194","LAN201607010",20160701,"COL",0,29,3,1,0,0,0,0,0,1,3,0,12,1,0,1,0,6,3,5,5,0,1,24,11,0,1,3,0
"1209","LAN201607020",20160702,"COL",1,32,5,2,0,1,1,0,0,1,1,0,14,1,0,0,0,6,3,5,5,2,0,24,6,1,0,0,0
"1224","LAN201607030",20160703,"COL",1,30,4,0,0,1,1,0,0,1,1,0,15,0,1,0,0,4,4,4,4,0,0,24,5,0,0,2,0
"1239","LAN201607040",20160704,"BAL",5,34,8,2,0,0,5,1,0,0,2,0,8,0,0,0,0,5,4,7,7,2,1,24,11,0,0,0,0
"1254","LAN201607050",20160705,"BAL",4,34,9,2,0,1,4,1,0,1,3,1,11,0,0,1,0,8,3,1,1,0,0,27,11,0,0,0,0
"1269","LAN201607060",20160706,"BAL",6,53,13,3,0,2,5,0,0,1,7,1,18,0,0,1,0,13,7,4,4,1,0,42,18,0,0,3,0
"1283","LAN201607070",20160707,"SDN",6,37,10,4,1,1,6,0,0,0,3,1,7,0,0,0,0,7,3,0,0,1,0,27,6,0,0,0,0
"1295","LAN201607080",20160708,"SDN",6,39,14,1,0,2,6,0,1,0,3,0,7,2,1,1,0,10,5,9,9,0,0,24,11,2,0,2,0
"1310","LAN201607090",20160709,"SDN",3,30,3,1,0,1,3,0,0,0,3,0,14,1,0,0,0,3,3,2,2,1,0,24,12,2,0,2,0
"1325","LAN201607100",20160710,"SDN",1,30,3,0,0,1,1,0,0,0,1,0,16,0,0,0,0,3,4,3,3,0,0,24,6,0,0,1,0
"1490","LAN201607260",20160726,"TBA",2,32,6,2,0,0,1,1,0,1,4,2,10,0,0,1,0,9,2,1,1,0,0,24,7,2,0,0,0
"1506","LAN201607270",20160727,"TBA",3,34,8,3,0,1,3,0,0,0,3,1,13,1,0,1,0,7,4,0,0,0,0,27,9,1,0,1,0
"1530","LAN201607290",20160729,"ARI",7,35,9,3,0,0,7,0,0,0,2,0,7,0,0,1,0,3,5,9,9,2,0,24,8,1,0,0,0
"1545","LAN201607300",20160730,"ARI",4,36,10,4,1,1,4,0,0,1,0,0,9,0,1,0,0,6,4,1,1,0,0,27,12,0,1,1,0
"1560","LAN201607310",20160731,"ARI",3,29,3,0,0,0,2,0,0,0,4,0,6,1,0,0,0,3,5,11,11,0,0,24,8,2,0,1,0
"1626","LAN201608050",20160805,"BOS",9,35,10,0,0,3,8,0,1,0,5,1,6,0,0,3,0,5,1,0,0,0,0,27,7,0,0,0,0
"1641","LAN201608060",20160806,"BOS",0,32,5,0,0,0,0,0,0,0,2,0,11,0,0,0,0,7,4,3,3,0,0,24,7,0,0,0,0
"1656","LAN201608070",20160807,"BOS",5,30,6,1,0,0,5,0,1,1,6,0,10,2,0,2,0,6,4,5,5,0,0,24,13,3,0,1,0
"1666","LAN201608080",20160808,"PHI",4,36,8,1,1,1,2,0,0,0,2,0,7,0,0,0,0,7,4,9,9,0,0,24,7,0,0,1,0
"1678","LAN201608090",20160809,"PHI",3,35,9,0,0,2,3,0,0,0,2,0,9,2,0,1,0,7,4,9,9,0,0,24,4,0,0,1,0
"1692","LAN201608100",20160810,"PHI",6,33,7,2,0,1,6,0,0,0,5,1,12,2,0,1,0,5,5,2,2,0,0,27,10,0,0,0,0
"1718","LAN201608120",20160812,"PIT",5,34,7,0,0,2,5,0,0,0,0,0,6,1,0,0,0,2,6,1,1,1,0,27,6,0,0,1,0
"1733","LAN201608130",20160813,"PIT",4,37,10,2,0,1,4,0,0,1,11,0,11,2,0,0,0,18,3,7,7,1,0,24,14,3,0,1,0
"1748","LAN201608140",20160814,"PIT",11,42,16,2,0,3,10,1,0,0,5,0,7,1,0,0,0,10,4,3,3,1,1,27,10,0,0,0,0
"1870","LAN201608230",20160823,"SFN",5,34,9,1,0,1,5,0,0,0,4,1,7,1,1,1,0,6,5,9,9,0,0,24,9,0,0,0,0
"1884","LAN201608240",20160824,"SFN",0,33,6,0,0,0,0,0,0,0,2,0,7,0,0,0,0,8,3,1,1,0,0,24,12,0,0,1,0
"1897","LAN201608250",20160825,"SFN",4,36,8,2,0,1,4,0,0,0,2,1,6,0,0,0,0,7,2,0,0,0,0,27,12,0,0,0,0
"1910","LAN201608260",20160826,"CHN",6,39,9,1,0,2,5,0,0,0,4,0,12,0,0,0,0,7,5,4,4,2,0,30,15,1,0,1,0
"1925","LAN201608270",20160827,"CHN",2,31,8,0,0,0,2,1,0,0,4,0,10,0,1,2,0,7,4,3,3,1,0,24,7,0,0,0,0
"1940","LAN201608280",20160828,"CHN",0,30,4,1,0,0,0,1,0,0,4,0,10,0,0,0,0,8,4,0,0,0,0,24,6,2,0,2,0
"2005","LAN201609020",20160902,"SDN",4,32,6,1,0,1,4,0,0,3,4,1,12,2,0,0,0,8,5,2,2,0,0,27,12,1,0,1,0
"2020","LAN201609030",20160903,"SDN",1,31,4,1,0,0,1,0,0,0,3,0,13,1,0,0,0,6,3,5,5,0,0,24,15,0,0,3,0
"2035","LAN201609040",20160904,"SDN",4,30,7,0,0,1,3,1,1,1,1,0,12,0,0,1,0,3,5,7,7,2,0,24,9,0,0,0,0
"2048","LAN201609050",20160905,"ARI",2,31,4,1,0,0,2,0,0,0,3,0,9,0,0,0,0,5,4,10,10,1,0,24,12,0,1,0,0
"2063","LAN201609060",20160906,"ARI",2,30,4,2,0,1,2,0,1,0,1,0,10,0,0,0,0,3,5,4,4,0,0,24,11,0,1,1,0
"2078","LAN201609070",20160907,"ARI",1,34,7,1,0,0,1,0,0,0,5,1,8,0,1,0,0,11,4,3,3,1,0,24,5,0,1,1,0
"2244","LAN201609190",20160919,"SFN",1,29,3,0,0,0,0,0,0,0,1,0,9,1,0,1,0,2,5,2,2,0,0,24,8,0,0,0,0
"2257","LAN201609200",20160920,"SFN",2,36,11,0,0,2,2,0,0,0,2,1,10,0,1,0,0,9,4,0,0,0,0,27,7,1,0,1,0
"2271","LAN201609210",20160921,"SFN",3,34,7,1,0,1,3,0,0,0,2,0,9,0,0,0,0,6,5,9,9,1,0,24,12,1,0,0,0
"2283","LAN201609220",20160922,"COL",4,31,7,1,0,1,3,1,1,0,1,0,7,0,0,1,0,3,5,7,7,0,1,24,7,0,0,1,0
"2297","LAN201609230",20160923,"COL",2,33,8,1,0,1,2,1,0,0,2,0,11,2,0,0,0,7,4,5,5,0,0,24,7,0,0,1,0
"2312","LAN201609240",20160924,"COL",1,32,6,1,0,1,1,0,0,0,0,0,8,0,0,0,0,4,4,8,6,0,0,24,10,3,0,0,0
"2327","LAN201609250",20160925,"COL",3,34,8,1,0,1,3,1,1,0,2,1,10,0,1,0,0,5,4,4,4,0,0,29,11,1,0,1,0
"21","MIA201604050",20160405,"DET",8,41,12,2,0,3,8,1,1,0,4,0,6,0,1,1,0,6,6,7,7,0,0,33,8,1,0,0,0
"34","MIA201604060",20160406,"DET",7,40,13,3,0,2,7,0,0,0,3,1,16,0,0,0,0,9,6,3,3,0,0,27,13,0,0,1,0
"146","MIA201604150",20160415,"ATL",6,33,8,1,0,0,6,0,0,2,1,0,9,1,0,2,0,3,6,3,3,0,0,27,16,2,0,3,0
"161","MIA201604160",20160416,"ATL",6,35,10,4,0,0,6,1,0,0,2,0,3,0,0,1,0,5,5,4,4,1,0,27,7,0,0,0,0
"175","MIA201604170",20160417,"ATL",6,36,7,2,0,0,6,0,0,0,8,0,11,1,0,1,0,8,7,5,5,1,0,30,12,0,0,0,0
"184","MIA201604180",20160418,"WAS",1,31,6,1,0,0,1,0,1,1,5,1,11,0,1,0,0,10,4,5,5,0,1,24,10,1,0,1,0
"198","MIA201604190",20160419,"WAS",7,36,10,3,0,4,7,0,0,0,3,0,9,0,0,1,0,5,2,0,0,1,0,27,8,0,0,1,0
"212","MIA201604200",20160420,"WAS",3,32,7,2,0,1,3,0,0,0,2,0,9,0,0,1,0,4,5,1,1,0,0,27,13,0,0,3,0
"227","MIA201604210",20160421,"WAS",1,28,2,0,0,1,1,1,0,2,1,0,7,0,0,0,0,4,3,5,5,1,0,24,11,0,0,2,0
"388","MIA201605030",20160503,"ARI",4,33,9,0,0,1,4,1,1,0,3,0,6,0,0,1,0,7,5,7,7,0,0,24,12,1,0,1,0
"403","MIA201605040",20160504,"ARI",3,34,9,2,0,1,3,0,0,1,3,0,11,0,1,0,0,8,4,4,4,0,0,24,8,1,0,0,0
"416","MIA201605050",20160505,"ARI",0,31,5,0,0,0,0,0,0,1,1,0,9,0,0,1,0,6,4,4,4,1,0,24,8,0,0,0,0
"430","MIA201605060",20160506,"PHI",4,36,12,2,0,1,4,0,0,0,3,0,4,1,1,2,0,8,3,6,6,1,0,24,9,1,0,1,0
"446","MIA201605070",20160507,"PHI",4,30,5,2,0,0,3,0,1,0,3,0,9,0,0,1,0,3,5,3,3,1,0,27,15,0,0,1,0
"461","MIA201605080",20160508,"PHI",6,37,10,3,1,0,5,0,0,0,2,0,2,1,0,0,0,6,4,5,5,1,0,27,12,1,0,0,0
"473","MIA201605090",20160509,"MIL",1,29,5,2,0,0,1,0,0,0,8,0,15,1,1,2,0,9,3,4,4,0,0,24,12,3,0,3,0
"487","MIA201605100",20160510,"MIL",10,38,12,2,0,0,7,1,1,1,8,0,8,4,0,0,0,12,3,2,2,0,0,27,10,0,0,1,0
"503","MIA201605110",20160511,"MIL",2,33,8,0,0,0,2,0,0,0,3,0,14,0,0,0,0,7,3,3,3,1,0,24,8,0,0,1,0
"618","MIA201605200",20160520,"WAS",4,34,8,4,0,2,4,0,0,0,4,1,4,0,0,1,0,7,4,1,1,1,0,27,15,0,0,2,0
"633","MIA201605210",20160521,"WAS",2,32,8,0,0,0,2,0,0,0,3,0,13,0,1,1,0,6,3,2,2,0,0,24,10,1,1,0,0
"648","MIA201605220",20160522,"WAS",8,32,10,2,1,0,8,1,1,0,9,3,3,2,1,1,0,8,3,2,2,0,0,27,9,0,1,1,0
"661","MIA201605230",20160523,"TBA",6,37,12,2,0,2,6,0,0,0,5,0,7,0,0,0,0,9,4,7,7,0,0,24,13,0,0,2,0
"676","MIA201605240",20160524,"TBA",4,32,9,1,0,0,4,0,0,0,7,0,10,3,0,1,0,8,5,3,3,0,0,27,10,2,0,1,0
"759","MIA201605300",20160530,"PIT",10,39,14,3,0,2,10,0,0,0,1,1,8,1,1,1,0,3,1,0,0,0,0,27,13,0,0,2,0
"774","MIA201605310",20160531,"PIT",1,28,5,0,0,0,1,1,1,0,2,0,9,0,1,1,0,4,3,3,3,1,0,24,11,0,0,1,0
"788","MIA201606010",20160601,"PIT",2,29,4,1,0,0,2,0,0,0,6,0,14,0,0,2,0,6,4,3,3,1,0,24,8,1,0,1,0
"801","MIA201606020",20160602,"PIT",3,39,4,3,0,0,3,0,0,3,5,1,12,0,0,1,0,8,5,4,4,0,0,35,12,1,0,0,0
"814","MIA201606030",20160603,"NYN",6,35,10,2,0,3,6,0,0,1,1,0,11,0,1,1,0,4,3,2,2,0,0,27,9,1,0,1,0
"829","MIA201606040",20160604,"NYN",6,39,15,3,0,0,6,0,1,1,6,2,7,1,0,1,0,14,6,3,3,0,0,27,9,1,0,1,0
"844","MIA201606050",20160605,"NYN",0,31,4,1,0,0,0,0,0,0,0,0,15,0,0,0,0,4,2,1,1,0,0,24,10,0,0,0,0
"1003","MIA201606170",20160617,"COL",1,28,1,1,0,0,1,0,0,1,5,2,7,0,0,0,0,6,4,5,5,1,0,24,11,0,0,1,0
"1018","MIA201606180",20160618,"COL",6,34,8,2,1,0,6,0,0,1,4,0,8,0,0,1,0,6,4,9,9,1,0,24,14,0,0,1,0
"1033","MIA201606190",20160619,"COL",0,28,2,1,0,0,0,0,0,0,6,1,10,0,0,1,0,7,3,3,3,0,0,24,10,1,0,1,0
"1045","MIA201606200",20160620,"COL",5,36,12,0,0,5,5,0,0,0,4,0,9,0,0,2,0,8,6,3,3,0,0,27,15,1,0,3,0
"1060","MIA201606210",20160621,"ATL",3,32,5,0,0,1,3,1,0,1,3,0,9,0,1,0,0,4,6,2,2,2,0,30,9,0,0,2,0
"1075","MIA201606220",20160622,"ATL",0,31,6,1,0,0,0,1,0,1,1,0,5,0,0,1,0,7,3,3,3,0,0,24,9,0,0,0,0
"1085","MIA201606230",20160623,"CHN",2,33,7,1,0,1,2,0,1,0,3,1,11,0,0,0,0,8,2,4,4,1,0,24,7,0,0,0,0
"1098","MIA201606240",20160624,"CHN",5,32,8,0,1,2,5,2,0,3,4,0,11,0,0,1,0,9,4,0,0,1,0,27,8,2,0,0,0
"1114","MIA201606250",20160625,"CHN",6,33,8,4,0,2,5,0,0,2,8,0,8,0,0,2,0,10,5,8,8,0,0,24,9,2,0,1,0
"1129","MIA201606260",20160626,"CHN",1,30,5,0,0,0,1,0,1,0,3,0,15,0,1,0,0,6,5,5,5,1,0,24,9,1,0,0,0
"1296","MIA201607080",20160708,"CIN",1,29,6,0,0,0,1,2,0,1,0,0,11,0,0,1,0,4,3,3,3,0,0,24,7,0,0,2,0
"1311","MIA201607090",20160709,"CIN",2,34,8,3,0,1,2,0,0,0,2,0,11,0,0,0,0,7,3,4,4,2,0,24,10,0,0,1,0
"1326","MIA201607100",20160710,"CIN",3,35,9,1,0,0,3,0,0,0,1,0,6,0,0,0,0,6,4,5,5,1,0,24,10,1,1,0,0
"1436","MIA201607220",20160722,"NYN",5,34,9,3,0,1,5,0,2,2,3,1,7,1,1,0,0,9,4,3,3,0,0,27,11,1,0,1,0
"1451","MIA201607230",20160723,"NYN",2,36,10,1,0,0,2,0,1,1,2,0,9,0,0,0,0,11,5,6,6,0,0,24,10,2,0,1,0
"1466","MIA201607240",20160724,"NYN",3,34,6,0,1,0,3,0,0,0,3,0,8,0,0,0,0,7,4,0,0,0,0,27,9,0,0,0,0
"1478","MIA201607250",20160725,"PHI",4,33,7,2,0,0,3,1,0,1,7,1,13,2,0,0,0,11,4,0,0,0,0,27,7,1,0,1,0
"1491","MIA201607260",20160726,"PHI",0,30,4,0,0,0,0,0,0,0,1,0,10,1,1,0,0,4,3,5,5,1,0,24,6,0,0,0,0
"1507","MIA201607270",20160727,"PHI",1,35,10,1,0,0,1,0,0,0,3,0,6,0,0,1,0,10,3,11,11,0,0,24,9,1,1,3,0
"1517","MIA201607280",20160728,"SLN",5,35,8,2,1,2,5,1,0,0,4,1,12,0,0,0,0,8,4,4,4,0,0,27,19,0,0,2,0
"1531","MIA201607290",20160729,"SLN",11,38,14,2,1,2,11,0,1,2,6,1,8,0,0,1,0,9,4,6,6,0,0,27,16,0,0,1,0
"1546","MIA201607300",20160730,"SLN",0,31,6,1,0,0,0,1,0,0,3,0,12,0,0,1,1,9,3,8,8,0,0,24,7,1,0,0,0
"1561","MIA201607310",20160731,"SLN",4,33,6,2,0,1,2,0,0,1,2,0,5,1,0,1,0,5,3,5,5,0,0,26,10,1,0,3,0
"1667","MIA201608080",20160808,"SFN",8,56,18,3,1,0,7,1,0,0,11,3,12,2,2,1,0,18,8,7,7,0,0,42,20,0,0,2,0
"1679","MIA201608090",20160809,"SFN",0,30,3,0,0,0,0,0,0,0,4,0,7,0,0,1,0,7,4,2,2,0,0,24,8,0,1,0,0
"1693","MIA201608100",20160810,"SFN",1,32,6,0,0,1,1,0,0,0,5,0,8,1,0,1,0,9,5,0,0,0,0,27,13,0,0,0,0
"1719","MIA201608120",20160812,"CHA",4,35,12,2,0,0,4,0,1,0,6,1,10,1,0,2,0,11,5,2,2,2,0,27,9,0,0,0,0
"1734","MIA201608130",20160813,"CHA",8,36,10,4,0,1,7,1,0,1,7,0,7,2,0,2,0,10,6,7,7,0,0,27,15,0,0,2,0
"1749","MIA201608140",20160814,"CHA",4,37,11,2,0,2,4,0,0,0,1,0,8,2,0,0,0,7,2,5,5,0,0,24,7,0,0,1,0
"1871","MIA201608230",20160823,"KCA",1,32,6,0,0,0,1,0,0,0,3,0,8,1,1,0,0,7,4,0,0,0,0,27,13,0,0,0,0
"1885","MIA201608240",20160824,"KCA",0,34,8,1,0,0,0,1,0,0,3,0,10,0,0,1,0,11,3,3,3,0,0,24,10,0,0,0,0
"1898","MIA201608250",20160825,"KCA",5,34,8,4,0,1,4,0,1,0,3,1,9,2,1,0,0,6,5,0,0,0,0,27,10,3,0,0,0
"1911","MIA201608260",20160826,"SDN",6,33,6,2,0,2,5,0,0,1,6,1,13,0,1,0,0,7,5,6,6,1,0,26,11,2,0,1,0
"1926","MIA201608270",20160827,"SDN",1,33,7,0,0,1,1,0,0,0,3,0,12,1,1,1,0,8,4,0,0,0,0,27,13,0,0,2,0
"1941","MIA201608280",20160828,"SDN",3,33,8,2,1,0,3,1,0,1,1,1,3,1,0,1,0,6,1,1,1,1,0,27,17,0,0,6,0
"2049","MIA201609050",20160905,"PHI",6,33,8,0,1,1,6,0,0,1,3,0,8,2,2,2,0,4,4,2,2,2,0,27,9,0,1,0,0
"2064","MIA201609060",20160906,"PHI",4,35,10,1,1,0,4,0,1,1,5,0,8,0,0,1,0,11,4,3,3,0,0,27,8,1,0,0,0
"2079","MIA201609070",20160907,"PHI",0,28,4,1,0,0,0,1,0,0,5,0,13,1,1,1,0,7,4,5,5,0,0,24,12,1,0,3,0
"2101","MIA201609090",20160909,"LAN",1,33,7,1,0,1,1,1,0,0,3,0,17,0,0,0,0,9,8,4,4,0,0,24,9,0,0,0,0
"2116","MIA201609100",20160910,"LAN",5,33,8,0,0,4,5,0,0,0,3,0,8,0,1,1,0,4,4,0,0,0,0,27,5,1,0,0,0
"2131","MIA201609110",20160911,"LAN",0,30,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,3,2,2,0,0,24,10,2,0,2,0
"2245","MIA201609190",20160919,"WAS",3,33,9,1,0,1,3,1,0,0,0,0,6,0,0,2,0,4,4,4,4,0,0,24,10,2,0,1,0
"2258","MIA201609200",20160920,"WAS",0,31,4,1,0,0,0,0,0,0,0,0,13,0,0,0,0,4,2,1,1,0,0,24,8,0,0,0,0
"2272","MIA201609210",20160921,"WAS",8,33,8,1,0,2,7,1,1,0,4,0,9,0,0,1,0,4,5,3,3,0,0,27,7,0,0,0,0
"2284","MIA201609220",20160922,"ATL",6,32,7,1,1,2,6,1,0,0,4,0,9,0,1,0,0,4,3,3,3,0,0,27,13,1,0,2,0
"2298","MIA201609230",20160923,"ATL",3,34,9,3,0,0,3,0,0,0,5,2,10,1,0,2,0,9,4,2,2,0,0,27,10,0,0,0,0
"2313","MIA201609240",20160924,"ATL",4,33,8,1,0,1,3,0,1,1,2,0,11,1,0,1,0,6,4,6,6,1,0,24,12,0,0,1,0
"2338","MIA201609260",20160926,"NYN",3,34,7,1,0,0,3,0,0,0,6,0,10,0,0,0,0,10,6,7,7,0,0,24,6,0,0,0,0
"2351","MIA201609270",20160927,"NYN",12,44,19,3,1,2,12,0,1,0,6,2,5,0,0,1,0,12,4,1,1,0,0,27,11,1,0,2,0
"2366","MIA201609280",20160928,"NYN",5,37,10,3,0,2,5,0,0,0,5,0,4,0,0,0,0,10,5,2,2,1,0,27,8,1,0,0,0
"11","MIL201604040",20160404,"SFN",12,40,15,3,0,4,12,0,1,0,5,0,3,1,0,1,0,7,5,3,3,1,0,27,8,0,0,1,0
"22","MIL201604050",20160405,"SFN",2,33,7,1,0,1,2,0,0,0,2,1,5,1,1,0,0,6,3,1,1,0,0,27,12,0,0,1,0
"35","MIL201604060",20160406,"SFN",3,30,6,1,1,1,2,0,1,0,4,1,3,0,1,1,0,5,5,3,3,0,0,24,8,0,1,2,0
"57","MIL201604080",20160408,"HOU",4,34,9,4,0,1,4,0,0,0,3,0,8,1,1,0,0,6,3,6,6,0,0,24,5,0,0,0,0
"70","MIL201604090",20160409,"HOU",6,30,9,0,0,3,6,1,2,0,4,0,5,2,0,2,0,4,5,4,4,0,0,27,13,0,0,0,0
"82","MIL201604100",20160410,"HOU",2,28,3,0,0,2,2,0,0,0,5,0,13,1,3,0,0,4,4,3,3,0,0,24,10,1,0,2,0
"213","MIL201604200",20160420,"MIN",5,37,12,3,0,2,5,0,0,0,3,0,9,0,0,2,0,8,5,10,10,0,0,24,8,1,0,1,0
"228","MIL201604210",20160421,"MIN",8,33,11,3,0,2,8,1,2,0,9,0,6,1,0,2,0,10,4,1,1,0,0,27,7,0,0,0,0
"242","MIL201604220",20160422,"PHI",5,35,10,1,1,2,5,0,0,1,1,0,7,1,2,0,0,5,3,2,2,0,0,27,12,0,0,0,0
"257","MIL201604230",20160423,"PHI",10,39,13,1,0,2,10,1,0,1,6,0,9,2,0,1,0,10,7,6,6,0,0,27,8,0,0,0,0
"272","MIL201604240",20160424,"PHI",5,34,10,2,1,0,5,0,1,1,0,0,9,0,1,1,0,4,4,8,8,0,0,24,9,2,0,0,0
"335","MIL201604290",20160429,"MIA",6,32,10,3,0,2,6,1,0,1,4,0,8,1,0,1,0,5,3,3,3,0,0,27,11,2,0,1,0
"349","MIL201604300",20160430,"MIA",7,41,14,2,0,4,7,1,0,0,9,1,12,0,0,0,0,17,5,5,5,0,0,27,11,0,0,1,0
"364","MIL201605010",20160501,"MIA",5,40,16,2,1,1,5,1,0,0,2,0,0,0,0,2,0,11,5,13,13,0,0,24,10,1,0,1,0
"374","MIL201605020",20160502,"ANA",5,37,11,2,0,1,5,1,0,0,4,0,7,1,0,0,0,10,4,8,8,1,0,24,8,1,0,1,0
"389","MIL201605030",20160503,"ANA",4,32,9,1,0,0,4,0,0,0,3,0,5,0,0,2,0,4,4,5,5,0,0,24,9,0,0,1,0
"404","MIL201605040",20160504,"ANA",7,36,12,2,1,1,7,1,0,0,5,1,5,1,1,0,0,8,4,3,3,1,0,27,6,0,0,1,0
"513","MIL201605120",20160512,"SDN",3,31,7,2,0,1,3,1,1,1,1,0,7,1,0,0,0,5,3,0,0,0,0,27,13,0,0,3,0
"526","MIL201605130",20160513,"SDN",0,29,3,1,0,0,0,0,0,0,2,0,8,1,1,2,0,4,2,1,1,0,0,24,13,0,1,2,0
"541","MIL201605140",20160514,"SDN",8,46,13,4,0,4,8,0,0,0,5,0,7,3,1,2,0,7,8,6,6,0,0,36,10,4,0,2,0
"557","MIL201605150",20160515,"SDN",2,33,7,1,1,1,2,0,1,0,0,0,7,0,0,0,0,5,4,3,3,1,0,24,7,0,0,0,0
"577","MIL201605170",20160517,"CHN",2,30,3,1,0,2,2,0,0,0,1,0,7,1,0,0,0,2,2,4,4,0,0,24,12,0,0,0,0
"593","MIL201605180",20160518,"CHN",2,44,10,2,0,0,2,0,0,3,8,3,9,1,2,3,0,14,8,1,1,2,0,39,12,1,0,0,0
"605","MIL201605190",20160519,"CHN",3,32,6,2,1,1,2,0,0,0,6,0,15,0,0,0,0,8,4,5,5,1,0,24,7,1,0,0,0
"715","MIL201605270",20160527,"CIN",5,32,6,0,0,2,5,0,1,0,0,0,8,0,1,0,0,1,6,9,9,0,0,24,11,0,1,1,0
"730","MIL201605280",20160528,"CIN",7,37,11,4,0,1,7,0,0,4,1,0,8,0,0,1,0,8,6,5,5,0,0,27,13,1,0,2,0
"745","MIL201605290",20160529,"CIN",4,32,9,1,0,1,3,0,0,2,2,0,6,1,2,2,0,5,3,5,5,1,0,24,9,0,0,2,0
"760","MIL201605300",20160530,"SLN",6,39,12,3,0,1,4,0,0,0,0,0,11,0,0,1,0,6,2,0,0,0,0,27,9,2,0,3,0
"775","MIL201605310",20160531,"SLN",10,37,14,2,2,1,9,0,0,0,6,0,8,0,1,2,0,6,4,3,3,0,0,27,11,0,0,1,0
"789","MIL201606010",20160601,"SLN",1,30,4,0,0,1,1,0,0,0,0,0,10,0,0,1,0,2,3,3,3,0,0,24,9,0,0,0,0
"868","MIL201606070",20160607,"OAK",4,32,5,2,0,1,4,0,0,0,3,0,8,0,0,1,0,4,2,5,5,0,0,24,8,0,0,0,0
"884","MIL201606080",20160608,"OAK",0,30,3,1,0,0,0,0,0,0,0,0,5,0,0,1,0,3,5,4,4,1,0,24,9,0,0,1,0
"897","MIL201606090",20160609,"NYN",5,37,13,4,0,1,5,1,0,1,3,0,8,0,0,1,0,10,3,2,2,0,0,27,15,1,0,3,0
"909","MIL201606100",20160610,"NYN",2,40,10,3,0,1,2,1,0,0,5,2,5,0,0,1,0,11,6,1,1,0,0,33,9,1,0,0,0
"924","MIL201606110",20160611,"NYN",4,32,7,0,1,2,4,0,1,0,2,0,9,1,0,1,0,4,3,7,7,0,0,24,7,0,0,2,0
"939","MIL201606120",20160612,"NYN",3,35,7,3,0,0,3,0,0,0,2,0,10,0,0,0,0,7,3,4,4,0,0,24,6,3,0,0,0
"1099","MIL201606240",20160624,"WAS",3,36,9,3,0,0,3,0,0,3,2,0,16,0,0,0,0,11,3,5,5,0,0,24,5,0,0,0,0
