"","GAME_ID","Date","Team","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP"
"5121","LAN201605120",20160512,"LAN",5,32,8,0,0,2,5,0,0,0,0,0,6,0,0,0,0,3,1,0,0,0,1,27,9,0,0,1,0
"5251","LAN201605130",20160513,"LAN",8,38,11,2,0,1,7,0,0,0,3,0,7,0,0,0,0,9,6,4,4,2,0,27,15,1,0,1,0
"5401","LAN201605140",20160514,"LAN",5,28,6,0,0,2,5,0,1,1,3,0,8,0,0,2,0,4,2,2,2,1,0,27,9,2,0,0,0
"5561","LAN201605150",20160515,"LAN",2,30,6,0,0,2,2,0,0,0,3,0,5,0,1,2,0,4,5,5,5,1,0,27,13,0,0,1,0
"5651","LAN201605160",20160516,"LAN",6,35,9,0,0,2,6,0,1,0,5,0,8,0,0,1,0,8,5,7,7,0,0,27,15,0,0,2,0
"5761","LAN201605170",20160517,"LAN",5,34,13,1,0,3,4,0,0,0,2,0,2,0,0,3,0,7,2,1,1,0,1,27,5,0,0,0,0
"6601","LAN201605230",20160523,"LAN",1,26,5,0,0,0,0,0,0,0,4,0,2,2,0,4,0,5,1,0,0,0,0,27,11,0,0,1,0
"6751","LAN201605240",20160524,"LAN",8,35,11,2,0,0,6,0,0,1,6,0,7,1,1,0,0,10,5,2,2,0,0,27,6,0,0,0,0
"6911","LAN201605250",20160525,"LAN",3,27,3,0,0,1,3,0,0,1,1,0,13,0,0,0,0,2,4,1,1,0,0,27,7,0,0,0,0
"8131","LAN201606030",20160603,"LAN",4,29,5,1,0,4,4,0,0,0,3,0,11,0,0,0,0,4,4,1,1,0,0,27,9,0,1,1,0
"8281","LAN201606040",20160604,"LAN",4,29,6,2,0,0,4,0,1,0,7,1,3,5,0,0,0,9,4,0,0,0,1,27,13,1,0,1,0
"8431","LAN201606050",20160605,"LAN",12,38,14,3,0,4,12,0,0,0,6,0,9,0,0,0,0,8,5,6,6,0,0,27,9,0,0,1,0
"8551","LAN201606060",20160606,"LAN",1,26,1,0,0,0,1,0,0,1,4,1,6,0,0,1,0,3,5,6,6,0,0,27,8,0,0,2,0
"8671","LAN201606070",20160607,"LAN",4,27,5,0,0,2,4,0,0,0,5,0,5,0,0,3,0,2,6,2,2,0,0,27,6,1,0,0,0
"8831","LAN201606080",20160608,"LAN",0,31,4,0,0,0,0,1,0,1,2,0,6,0,0,0,0,8,4,1,1,0,0,27,9,0,0,1,0
"9891","LAN201606160",20160616,"LAN",6,33,8,1,0,1,6,0,1,2,2,0,8,1,0,0,0,5,4,8,8,0,0,27,7,0,0,1,0
"10021","LAN201606170",20160617,"LAN",3,34,8,1,0,2,3,1,0,1,3,2,8,0,0,1,0,8,7,2,2,0,0,30,9,0,0,0,0
"10171","LAN201606180",20160618,"LAN",10,36,14,3,0,3,10,0,0,0,4,0,9,1,0,1,0,6,4,6,6,0,0,27,11,0,0,3,0
"10321","LAN201606190",20160619,"LAN",2,31,8,1,0,1,2,1,0,1,2,0,6,0,0,1,0,7,3,1,1,0,0,27,9,0,0,2,0
"10441","LAN201606200",20160620,"LAN",4,30,7,3,0,2,4,0,0,0,2,1,9,0,0,1,0,4,3,1,1,1,0,27,5,0,0,0,0
"10591","LAN201606210",20160621,"LAN",3,29,7,2,0,1,3,0,0,0,1,0,6,0,1,1,0,3,4,2,2,0,0,27,15,0,0,0,0
"10741","LAN201606220",20160622,"LAN",4,33,9,0,0,1,1,1,0,0,1,0,8,0,0,0,0,6,5,3,3,1,0,27,12,0,0,0,0
"11941","LAN201607010",20160701,"LAN",5,29,9,2,0,0,4,0,1,0,4,0,4,0,0,2,0,5,5,0,0,0,0,27,6,0,0,1,0
"12091","LAN201607020",20160702,"LAN",6,33,10,3,0,0,5,0,1,1,3,0,7,0,0,0,0,8,4,1,1,0,0,27,6,0,0,0,0
"12241","LAN201607030",20160703,"LAN",4,28,7,1,0,2,4,0,0,1,4,0,6,0,0,1,0,5,5,1,1,0,0,27,9,0,0,0,0
"12391","LAN201607040",20160704,"LAN",7,31,9,1,1,2,7,0,1,0,6,0,7,0,0,0,0,7,6,5,5,0,0,27,5,0,0,0,0
"12541","LAN201607050",20160705,"LAN",1,31,6,1,0,0,1,1,0,0,2,0,7,0,1,0,0,6,5,4,4,2,0,27,8,1,1,1,0
"12691","LAN201607060",20160706,"LAN",4,55,16,6,0,1,4,0,0,0,7,3,18,0,0,3,0,16,9,6,6,1,0,42,11,0,0,1,0
"12831","LAN201607070",20160707,"LAN",0,29,2,1,0,0,0,0,0,1,4,0,9,0,0,0,0,7,3,6,6,0,0,27,8,1,0,0,0
"12951","LAN201607080",20160708,"LAN",10,33,14,4,0,5,10,1,1,0,8,0,6,0,0,2,0,9,6,6,6,1,0,27,8,1,0,1,0
"13101","LAN201607090",20160709,"LAN",4,32,9,2,0,0,3,0,0,0,2,0,6,0,0,2,0,6,6,3,3,0,0,27,3,0,0,0,0
"13251","LAN201607100",20160710,"LAN",3,33,10,1,0,1,3,0,0,1,1,0,10,0,0,1,0,8,3,1,1,0,0,27,5,0,0,0,0
"14901","LAN201607260",20160726,"LAN",3,30,5,0,0,1,3,1,0,0,0,0,9,0,0,0,0,4,6,2,2,1,0,27,6,1,0,1,0
"15061","LAN201607270",20160727,"LAN",1,31,5,0,0,0,0,0,0,0,4,0,7,1,0,1,0,7,5,3,3,0,0,27,5,1,0,1,0
"15301","LAN201607290",20160729,"LAN",9,34,10,4,0,2,9,0,0,0,5,1,6,1,0,0,0,6,7,7,7,0,0,27,8,0,0,1,0
"15451","LAN201607300",20160730,"LAN",2,33,8,3,0,1,2,0,0,0,3,0,6,0,1,1,0,7,4,4,4,0,0,27,10,0,0,0,0
"15601","LAN201607310",20160731,"LAN",14,42,17,6,0,3,13,0,0,1,3,0,13,0,0,1,0,8,7,2,2,1,0,27,16,2,0,0,0
"16261","LAN201608050",20160805,"LAN",0,29,3,1,0,0,0,1,0,0,1,0,9,0,0,0,0,4,5,7,7,0,0,27,12,2,0,3,0
"16411","LAN201608060",20160806,"LAN",3,34,11,1,0,0,3,0,0,0,1,0,11,0,1,0,0,8,4,0,0,0,0,27,12,0,0,0,0
"16561","LAN201608070",20160807,"LAN",8,33,9,2,0,3,8,0,0,0,6,1,5,0,0,1,0,7,7,5,5,1,0,27,8,0,0,2,0
"16661","LAN201608080",20160808,"LAN",9,33,11,4,0,4,9,0,1,0,2,0,4,0,0,1,0,3,5,2,2,0,0,27,10,1,0,0,0
"16781","LAN201608090",20160809,"LAN",9,36,13,4,0,3,9,0,0,0,3,0,11,0,0,1,0,6,4,3,3,0,0,27,6,0,0,1,0
"16921","LAN201608100",20160810,"LAN",2,34,8,3,0,0,2,0,0,1,3,0,11,0,1,0,0,9,5,6,6,0,0,27,11,0,0,1,0
"17181","LAN201608120",20160812,"LAN",1,38,12,3,0,0,1,0,0,0,0,0,7,0,0,0,0,10,2,5,5,0,0,27,9,0,0,0,0
"17331","LAN201608130",20160813,"LAN",8,41,17,5,0,1,6,1,0,1,0,0,7,2,0,1,0,11,7,4,4,1,0,27,5,0,0,0,0
"17481","LAN201608140",20160814,"LAN",3,34,7,2,0,1,2,0,0,1,1,0,9,0,0,0,0,6,7,10,10,0,0,27,11,2,1,1,0
"18701","LAN201608230",20160823,"LAN",9,37,14,2,0,2,9,0,1,0,3,0,12,1,0,0,0,8,5,5,5,2,0,27,10,0,1,1,0
"18841","LAN201608240",20160824,"LAN",1,28,5,1,0,1,1,0,0,0,1,0,8,0,1,0,0,4,5,0,0,0,0,27,7,0,0,0,0
"18971","LAN201608250",20160825,"LAN",0,28,1,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,4,3,3,0,0,27,9,1,0,0,0
"19101","LAN201608260",20160826,"LAN",4,38,9,3,0,1,3,0,0,1,5,0,12,0,1,1,0,10,5,6,6,1,0,30,7,0,0,0,0
"19251","LAN201608270",20160827,"LAN",3,30,6,1,0,1,3,0,0,0,0,0,6,0,0,0,0,3,5,1,1,0,1,27,11,1,0,2,0
"19401","LAN201608280",20160828,"LAN",1,28,4,0,0,0,1,0,0,1,3,1,12,0,0,2,0,7,5,0,0,0,0,27,4,0,0,0,0
"20051","LAN201609020",20160902,"LAN",2,39,13,1,0,1,2,0,0,0,1,0,13,0,0,1,0,11,7,4,4,0,0,27,6,1,0,0,0
"20201","LAN201609030",20160903,"LAN",5,30,9,0,0,2,5,0,0,0,3,0,7,0,0,3,0,4,4,1,1,0,0,27,4,0,0,0,0
"20351","LAN201609040",20160904,"LAN",7,32,9,0,0,2,7,0,0,0,6,0,7,0,0,0,0,7,4,3,3,0,0,27,10,1,0,1,0
"20481","LAN201609050",20160905,"LAN",10,34,11,2,0,5,9,1,0,0,3,0,9,0,0,0,0,4,4,2,2,0,0,27,7,0,0,0,0
"20631","LAN201609060",20160906,"LAN",5,33,11,3,0,0,5,0,0,0,2,0,6,0,0,1,0,6,5,2,2,0,0,27,7,0,0,0,0
"20781","LAN201609070",20160907,"LAN",3,27,4,1,0,1,3,0,1,0,4,0,12,0,0,1,0,5,8,1,1,0,0,27,8,1,0,0,0
"22441","LAN201609190",20160919,"LAN",2,30,6,2,0,0,2,0,0,2,0,0,11,0,0,0,0,6,4,0,0,1,0,27,8,1,0,1,0
"22571","LAN201609200",20160920,"LAN",0,35,9,1,0,0,0,0,0,0,2,0,13,0,0,1,0,10,7,2,2,0,0,27,8,0,0,0,0
"22711","LAN201609210",20160921,"LAN",9,33,12,2,0,1,9,0,1,1,2,0,4,1,0,0,0,4,4,2,2,0,0,27,12,1,1,0,0
"22831","LAN201609220",20160922,"LAN",7,31,9,2,0,2,7,0,0,0,8,0,6,0,1,1,0,8,5,4,4,1,0,27,6,1,0,1,0
"22971","LAN201609230",20160923,"LAN",5,29,8,1,0,2,5,0,1,2,6,0,14,0,1,0,0,9,7,1,1,1,0,27,3,2,0,0,0
"23121","LAN201609240",20160924,"LAN",14,36,13,1,0,1,13,2,0,1,8,1,7,1,0,0,0,9,3,1,1,0,0,27,7,0,0,0,0
"23271","LAN201609250",20160925,"LAN",4,40,12,2,1,2,4,0,1,0,3,0,7,0,0,1,0,11,6,3,3,0,0,30,9,0,0,1,0
"21100","MIA201604050",20160405,"MIA",7,41,10,4,1,1,7,0,2,0,3,1,10,0,0,0,0,6,7,8,8,0,0,33,14,2,0,1,0
"3410","MIA201604060",20160406,"MIA",3,33,10,4,0,0,3,1,1,1,4,0,6,0,1,1,0,10,4,7,7,1,0,27,3,1,0,0,0
"14610","MIA201604150",20160415,"MIA",3,37,12,3,0,0,2,1,0,0,5,1,4,0,0,3,0,13,5,6,6,0,0,27,15,0,0,2,0
"16110","MIA201604160",20160416,"MIA",4,35,8,1,0,2,4,0,0,0,5,0,12,1,0,0,0,9,4,5,5,0,0,27,14,1,0,1,0
"17510","MIA201604170",20160417,"MIA",5,36,7,1,0,0,5,0,1,1,2,0,8,1,0,0,0,5,6,5,5,1,0,30,17,1,1,1,0
"18410","MIA201604180",20160418,"MIA",6,34,10,1,0,1,6,0,0,0,3,0,4,1,0,1,0,7,4,1,1,3,0,27,9,0,0,0,0
"19810","MIA201604190",20160419,"MIA",0,31,5,1,0,0,0,0,0,0,2,0,11,0,0,1,0,6,3,7,7,1,0,27,5,0,0,1,0
"21210","MIA201604200",20160420,"MIA",1,29,5,0,0,1,1,0,0,1,1,0,6,0,0,3,0,3,4,3,3,1,0,27,13,0,0,1,0
"22710","MIA201604210",20160421,"MIA",5,30,9,2,0,1,5,1,0,1,3,0,5,0,0,2,0,6,5,1,1,0,0,27,6,0,0,0,0
"3881","MIA201605030",20160503,"MIA",7,30,8,1,0,2,7,1,1,1,5,0,7,0,0,0,0,7,4,4,4,0,0,27,11,0,0,1,0
"4031","MIA201605040",20160504,"MIA",4,32,8,2,0,1,4,0,0,0,2,1,5,0,1,0,0,6,5,3,3,0,0,27,10,0,0,0,0
"4161","MIA201605050",20160505,"MIA",4,33,9,2,0,1,4,0,0,0,2,1,7,0,0,0,0,7,5,0,0,0,0,27,7,0,0,1,0
"4301","MIA201605060",20160506,"MIA",6,32,10,1,0,2,6,1,0,0,2,0,6,0,0,1,0,5,5,4,4,0,0,27,10,0,0,2,0
"4461","MIA201605070",20160507,"MIA",3,35,10,2,0,2,3,0,0,0,1,0,7,1,0,1,0,6,4,3,3,0,0,27,9,1,0,1,0
"4611","MIA201605080",20160508,"MIA",5,36,10,2,0,1,5,0,1,0,2,1,8,0,0,0,0,7,4,5,5,0,0,27,15,1,0,0,0
"4731","MIA201605090",20160509,"MIA",4,33,12,1,1,0,3,0,0,0,5,0,6,0,0,2,0,10,4,1,1,1,0,27,9,1,0,2,0
"4871","MIA201605100",20160510,"MIA",2,34,8,3,0,0,2,0,0,0,3,0,4,1,0,0,0,8,4,9,9,3,0,27,12,2,0,0,0
"5031","MIA201605110",20160511,"MIA",3,27,5,1,0,1,3,0,1,0,1,0,6,0,1,0,0,2,4,2,2,0,0,27,5,0,0,1,0
"6181","MIA201605200",20160520,"MIA",1,33,9,0,0,1,1,0,0,1,2,0,8,0,0,1,0,8,4,4,4,0,0,27,14,0,0,1,0
"6331","MIA201605210",20160521,"MIA",3,33,10,2,1,1,3,1,0,0,4,1,9,0,0,0,0,11,4,2,2,0,0,27,7,0,0,3,0
"6481","MIA201605220",20160522,"MIA",2,32,6,1,0,1,2,0,0,0,0,0,9,0,0,0,0,3,4,8,8,0,0,27,15,1,0,1,0
"6611","MIA201605230",20160523,"MIA",7,35,14,2,0,1,7,0,1,0,3,0,5,0,1,1,0,8,5,6,6,0,0,27,6,0,0,1,0
"6761","MIA201605240",20160524,"MIA",3,36,8,2,0,1,3,0,0,0,3,0,10,0,0,1,0,9,5,3,3,0,0,27,13,1,0,1,0
"7591","MIA201605300",20160530,"MIA",0,28,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,3,10,10,0,0,27,8,0,0,1,0
"7741","MIA201605310",20160531,"MIA",3,34,10,1,0,0,2,0,0,0,2,0,5,0,0,0,0,9,3,1,1,0,0,27,12,0,0,1,0
"7881","MIA201606010",20160601,"MIA",3,32,7,3,0,0,2,0,0,1,3,1,10,0,0,0,0,9,5,2,2,0,0,27,7,0,0,2,0
"8011","MIA201606020",20160602,"MIA",4,41,7,3,1,0,4,1,1,0,5,1,9,1,0,0,0,9,4,3,3,1,0,36,7,0,0,1,0
"8141","MIA201606030",20160603,"MIA",2,33,7,2,0,1,2,0,1,0,1,0,12,3,0,1,0,6,3,6,6,0,0,27,6,0,0,2,0
"8291","MIA201606040",20160604,"MIA",4,36,9,2,0,1,3,0,0,0,4,0,4,0,0,1,0,9,5,6,6,0,0,27,7,0,1,1,0
"8441","MIA201606050",20160605,"MIA",1,28,5,1,0,0,1,0,0,0,0,0,4,0,1,0,0,3,3,0,0,0,0,27,3,0,0,0,0
"10031","MIA201606170",20160617,"MIA",5,32,9,1,0,1,5,0,0,0,4,0,7,0,0,1,0,7,5,1,1,0,0,27,9,0,0,0,0
"10181","MIA201606180",20160618,"MIA",9,38,17,2,1,2,9,0,1,0,5,0,6,0,0,1,0,11,6,6,6,0,0,27,9,0,0,1,0
"10331","MIA201606190",20160619,"MIA",3,31,8,0,0,1,3,0,0,0,1,0,7,0,0,1,0,5,4,0,0,0,0,27,8,0,0,1,0
"10451","MIA201606200",20160620,"MIA",3,32,7,2,0,3,3,0,0,1,3,0,7,1,0,3,0,6,5,5,5,0,0,27,10,0,0,2,0
"10601","MIA201606210",20160621,"MIA",2,36,8,1,0,0,2,0,0,0,5,0,14,0,0,1,0,9,5,3,3,1,0,30,11,0,0,1,0
"10751","MIA201606220",20160622,"MIA",3,32,9,0,1,1,3,0,0,0,0,0,8,0,0,0,0,5,2,0,0,1,0,27,8,0,0,1,0
"10851","MIA201606230",20160623,"MIA",4,30,7,1,0,2,4,0,0,0,4,0,8,2,1,0,0,6,3,2,2,0,1,27,8,1,0,0,0
"10981","MIA201606240",20160624,"MIA",4,30,2,0,0,1,4,0,0,1,5,0,8,0,0,0,0,5,4,5,5,0,0,27,7,0,1,1,0
"11141","MIA201606250",20160625,"MIA",9,32,10,3,0,1,9,0,2,0,3,0,7,1,0,1,0,4,5,6,6,0,0,27,14,0,0,2,0
"11291","MIA201606260",20160626,"MIA",6,34,9,4,0,0,6,0,0,2,3,0,5,0,0,0,0,9,3,1,1,0,0,27,5,0,0,0,0
"12961","MIA201607080",20160708,"MIA",3,29,7,3,0,1,3,0,0,0,2,0,4,0,0,1,0,4,3,0,0,0,0,27,11,2,0,1,0
"13111","MIA201607090",20160709,"MIA",4,31,8,2,0,0,3,0,0,0,2,0,12,0,1,1,0,5,5,2,2,0,0,27,7,0,0,0,0
"13261","MIA201607100",20160710,"MIA",7,33,10,3,0,1,5,1,0,1,5,0,12,2,0,0,0,9,5,3,3,0,0,27,9,0,0,0,0
"14361","MIA201607220",20160722,"MIA",3,33,7,3,0,1,3,0,0,0,2,0,7,0,0,1,0,5,4,5,5,0,0,27,8,0,1,0,0
"14511","MIA201607230",20160723,"MIA",7,37,15,2,0,1,7,1,0,0,4,0,6,0,0,1,0,11,3,2,2,0,0,27,9,0,0,0,0
"14661","MIA201607240",20160724,"MIA",0,32,5,0,0,0,0,0,0,1,2,0,9,0,0,0,0,8,5,3,3,1,0,27,8,0,0,0,0
"14781","MIA201607250",20160725,"MIA",0,29,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,3,6,4,4,0,0,27,10,2,0,1,0
"14911","MIA201607260",20160726,"MIA",5,33,9,4,0,0,5,0,0,0,4,1,10,1,0,0,0,8,4,0,0,0,0,27,8,0,0,0,0
"15071","MIA201607270",20160727,"MIA",11,35,16,4,2,1,10,1,1,0,7,0,4,0,1,1,0,9,3,1,1,0,0,27,9,0,0,1,0
"15171","MIA201607280",20160728,"MIA",4,33,8,3,0,1,4,0,0,0,0,0,3,0,0,2,0,2,4,5,5,1,0,27,9,0,0,0,0
"15311","MIA201607290",20160729,"MIA",6,35,9,3,0,2,6,0,0,0,0,0,7,0,0,0,0,2,4,11,11,0,0,27,8,1,0,2,0
"15461","MIA201607300",20160730,"MIA",11,35,12,6,0,1,11,2,0,1,3,1,5,1,0,0,0,6,5,0,0,0,0,27,7,1,0,1,0
"15611","MIA201607310",20160731,"MIA",5,31,9,2,1,0,5,0,0,1,4,0,5,0,1,3,0,5,4,2,2,0,0,27,9,2,0,1,0
"16671","MIA201608080",20160808,"MIA",7,52,13,3,0,2,7,0,0,1,2,0,12,1,1,2,0,6,9,8,8,1,0,42,16,1,0,1,0
"16791","MIA201608090",20160809,"MIA",2,27,4,1,0,0,2,0,0,0,6,0,9,0,0,0,0,7,3,0,0,0,0,27,8,1,0,1,0
"16931","MIA201608100",20160810,"MIA",0,31,5,1,0,0,0,0,0,0,3,0,7,1,0,0,0,7,5,1,1,0,0,27,7,1,0,1,0
"17191","MIA201608120",20160812,"MIA",2,30,4,1,0,0,2,0,1,0,4,0,8,1,0,0,0,6,6,4,4,0,0,27,9,0,0,2,0
"17341","MIA201608130",20160813,"MIA",7,38,14,2,1,2,7,0,0,1,1,0,6,1,0,2,0,6,5,8,8,2,0,27,13,0,0,2,0
"17491","MIA201608140",20160814,"MIA",5,29,9,1,0,0,5,2,0,1,2,0,7,0,0,1,0,5,4,4,4,0,0,27,10,0,0,0,0
"18711","MIA201608230",20160823,"MIA",0,33,7,1,0,0,0,0,0,0,2,0,10,0,1,0,0,8,4,1,1,0,0,27,8,0,0,0,0
"18851","MIA201608240",20160824,"MIA",3,30,7,0,0,0,3,0,1,0,1,0,5,0,0,0,0,5,3,0,0,1,0,27,6,1,0,1,0
"18981","MIA201608250",20160825,"MIA",2,36,8,0,0,0,0,1,0,1,2,0,7,0,0,0,0,11,4,4,4,0,0,27,13,3,1,0,0
"19111","MIA201608260",20160826,"MIA",7,39,13,3,0,0,7,0,0,0,6,0,7,0,0,1,0,12,6,5,5,1,0,27,10,1,0,0,0
"19261","MIA201608270",20160827,"MIA",0,34,9,1,0,0,0,0,0,0,1,0,6,0,0,2,0,8,5,1,1,0,0,27,8,1,0,1,0
"19411","MIA201608280",20160828,"MIA",1,27,6,2,0,0,1,0,0,0,3,0,3,0,0,5,0,2,4,3,3,1,0,27,12,0,0,1,0
"20491","MIA201609050",20160905,"MIA",2,32,6,1,1,0,2,0,0,1,0,0,7,0,1,0,0,4,5,5,5,0,0,27,11,3,0,2,0
"20641","MIA201609060",20160906,"MIA",3,34,7,2,0,1,3,0,0,0,3,1,10,1,0,0,0,7,6,4,4,0,0,27,12,0,0,1,0
"20791","MIA201609070",20160907,"MIA",6,33,13,3,1,0,5,0,2,0,1,0,3,1,0,3,0,6,5,0,0,0,0,27,8,0,0,2,0
"21011","MIA201609090",20160909,"MIA",4,31,8,1,0,1,4,1,0,1,2,0,8,1,0,0,0,7,4,1,1,0,0,27,5,0,0,0,0
"21161","MIA201609100",20160910,"MIA",0,30,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,5,5,5,0,0,27,10,0,0,2,0
"21311","MIA201609110",20160911,"MIA",3,31,10,0,0,0,2,0,1,0,1,1,5,0,0,2,0,6,2,0,0,0,0,27,12,0,0,1,0
"22451","MIA201609190",20160919,"MIA",4,31,7,3,1,1,4,0,0,0,3,0,7,0,1,0,0,6,6,3,3,0,0,27,14,1,0,2,0
"22581","MIA201609200",20160920,"MIA",1,27,3,0,0,1,1,0,0,0,3,0,7,0,0,0,0,5,2,0,0,0,0,27,7,0,0,0,0
"22721","MIA201609210",20160921,"MIA",3,31,4,0,0,2,3,0,0,0,2,0,11,0,0,0,0,3,6,6,6,0,0,27,9,3,0,1,0
"22841","MIA201609220",20160922,"MIA",3,32,6,1,1,1,3,0,0,1,4,0,5,0,0,2,0,7,7,6,6,0,0,27,12,0,0,0,0
"22981","MIA201609230",20160923,"MIA",2,28,3,1,0,0,2,1,0,0,4,0,8,0,1,0,0,4,5,2,2,0,0,27,11,2,1,2,0
"23131","MIA201609240",20160924,"MIA",6,31,9,1,1,1,5,0,1,1,6,1,2,5,1,0,0,9,7,4,4,1,0,27,9,0,0,1,0
"23381","MIA201609260",20160926,"MIA",7,37,14,2,1,1,7,1,0,0,2,1,4,1,0,0,0,9,9,3,3,0,0,27,5,1,0,0,0
"23511","MIA201609270",20160927,"MIA",1,32,6,0,0,0,1,0,0,0,1,0,11,1,0,2,0,5,8,12,12,0,0,27,12,0,1,1,0
"23661","MIA201609280",20160928,"MIA",2,33,7,1,0,1,2,1,0,0,3,1,8,1,0,0,0,8,5,5,5,0,0,27,12,0,0,0,0
"11100","MIL201604040",20160404,"MIL",3,32,8,0,0,2,3,0,0,0,5,0,10,0,0,1,0,7,5,11,11,0,0,27,14,1,0,1,0
"22100","MIL201604050",20160405,"MIL",1,31,6,2,0,0,0,1,0,0,0,0,6,0,0,1,0,4,3,2,2,1,0,27,8,0,0,0,0
"3510","MIL201604060",20160406,"MIL",4,30,9,0,0,1,4,0,1,0,7,0,9,0,0,2,0,10,6,2,2,0,0,27,15,2,0,2,0
"5710","MIL201604080",20160408,"MIL",6,29,7,2,0,3,6,0,0,0,4,0,12,1,2,0,0,3,5,4,4,0,0,27,13,0,0,1,0
"7010","MIL201604090",20160409,"MIL",4,34,8,2,0,2,3,0,0,0,3,0,11,0,0,0,0,6,5,6,6,0,0,27,12,2,0,2,0
"8210","MIL201604100",20160410,"MIL",3,29,6,3,0,0,3,0,0,0,7,1,10,0,0,1,0,9,4,2,2,1,0,27,9,1,0,0,0
"21310","MIL201604200",20160420,"MIL",10,34,13,2,0,3,9,1,0,0,6,0,10,1,1,1,0,7,4,5,5,0,0,27,8,0,0,2,0
"22810","MIL201604210",20160421,"MIL",1,32,5,2,0,0,1,0,0,0,1,0,9,0,0,0,0,5,4,8,8,0,0,27,12,1,0,2,0
"2428","MIL201604220",20160422,"MIL",2,33,6,2,0,0,2,0,0,0,3,0,9,0,0,0,0,7,3,5,5,0,0,27,11,0,0,0,0
"2571","MIL201604230",20160423,"MIL",6,34,10,2,0,2,6,1,1,0,4,0,12,1,1,0,0,7,5,10,10,1,0,27,8,1,0,1,0
"2721","MIL201604240",20160424,"MIL",8,35,12,5,0,3,8,0,1,0,0,0,10,2,0,0,0,4,4,4,4,0,0,27,10,1,0,1,0
"3351","MIL201604290",20160429,"MIL",3,32,4,1,0,0,3,0,0,0,6,0,9,0,0,1,0,8,3,6,6,0,0,27,15,0,0,1,1
"3491","MIL201604300",20160430,"MIL",5,32,7,2,1,1,5,1,0,0,2,0,6,0,0,1,0,3,5,6,6,0,0,27,9,1,0,0,0
"3641","MIL201605010",20160501,"MIL",14,39,18,4,0,3,13,0,1,1,3,0,5,2,0,1,0,6,4,5,5,0,0,27,20,0,0,2,0
"3741","MIL201605020",20160502,"MIL",8,34,14,3,0,0,7,1,0,0,4,1,9,1,1,1,0,7,3,5,5,0,0,27,12,0,0,0,0
"3891","MIL201605030",20160503,"MIL",5,30,7,1,0,3,5,0,0,0,5,0,9,1,0,1,0,6,4,4,4,0,1,27,11,0,0,3,0
"4041","MIL201605040",20160504,"MIL",3,34,9,0,0,1,2,1,0,0,4,0,7,0,0,1,0,9,5,7,7,0,0,27,12,0,0,0,0
"5131","MIL201605120",20160512,"MIL",0,31,8,0,0,0,0,0,0,0,2,0,11,0,1,2,0,6,2,3,3,0,0,27,9,0,0,0,0
"5261","MIL201605130",20160513,"MIL",1,26,7,1,0,0,1,1,1,0,6,1,7,0,1,1,0,9,4,0,0,1,0,27,11,2,0,2,0
"5411","MIL201605140",20160514,"MIL",7,43,10,2,0,1,6,0,1,1,12,0,17,2,1,1,2,16,7,8,8,0,0,36,17,0,0,2,0
"5571","MIL201605150",20160515,"MIL",3,35,11,4,0,2,3,1,0,0,1,0,12,0,0,0,0,10,4,2,2,0,0,27,8,0,0,0,0
"5771","MIL201605170",20160517,"MIL",4,29,5,1,0,1,4,0,0,0,2,0,9,1,0,0,0,3,2,2,2,0,0,27,8,0,0,0,0
"5931","MIL201605180",20160518,"MIL",1,42,6,3,0,0,1,0,0,0,8,0,14,2,3,0,0,10,6,2,2,1,0,39,18,1,0,3,0
"6051","MIL201605190",20160519,"MIL",5,32,8,0,0,2,4,0,0,0,4,1,10,3,0,0,0,7,3,3,3,1,0,27,4,0,0,0,0
"7151","MIL201605270",20160527,"MIL",9,35,14,3,0,3,9,1,1,0,6,0,6,4,0,1,0,10,4,2,2,0,0,27,11,1,0,0,0
"7301","MIL201605280",20160528,"MIL",6,32,7,0,1,1,6,0,1,2,6,0,9,1,0,2,0,8,6,7,7,0,0,27,13,0,0,1,0
"7451","MIL201605290",20160529,"MIL",5,27,8,2,1,0,5,2,1,0,5,0,5,3,0,2,0,6,3,4,4,0,0,27,14,0,0,2,0
"7601","MIL201605300",20160530,"MIL",0,30,5,0,0,0,0,1,0,0,2,0,11,0,0,3,0,6,3,5,5,2,0,27,11,1,1,1,0
"7751","MIL201605310",20160531,"MIL",3,32,7,3,0,1,3,0,1,0,2,0,6,1,0,1,0,5,4,10,10,1,0,27,15,0,0,2,0
"7891","MIL201606010",20160601,"MIL",3,30,6,0,0,1,3,0,0,0,3,0,4,0,0,0,0,6,2,1,1,0,0,27,9,0,0,1,0
"8681","MIL201606070",20160607,"MIL",5,30,6,0,0,2,5,0,0,0,2,0,8,0,0,0,0,3,3,4,4,0,0,27,8,1,0,1,0
"8841","MIL201606080",20160608,"MIL",4,30,9,0,0,0,4,1,1,0,2,1,6,1,0,1,0,6,3,0,0,0,0,27,6,1,0,1,0
"8971","MIL201606090",20160609,"MIL",2,33,10,3,0,0,2,0,0,0,0,0,4,1,1,3,0,4,5,5,5,0,0,27,9,0,0,1,0
