"","GAME_ID","Date","Team","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP"
"18927","BOS201604190",20160419,"TBA",3,37,6,3,0,1,3,0,0,1,5,1,13,1,0,0,0,10,3,0,0,0,0,30,9,0,0,1,0
"20427","BOS201604200",20160420,"TBA",3,34,7,2,1,1,3,0,0,0,2,0,11,1,0,0,0,6,5,7,7,2,0,24,7,0,0,1,0
"21928","BOS201604210",20160421,"TBA",12,40,15,5,0,2,11,1,0,4,6,0,8,0,0,0,0,12,7,8,8,0,0,27,4,3,0,0,0
"3057","BOS201604270",20160427,"ATL",4,35,6,2,0,1,4,0,0,1,3,0,10,0,0,0,0,8,4,9,9,1,0,24,10,0,0,1,0
"3197","BOS201604280",20160428,"ATL",5,37,12,3,0,0,5,0,0,0,5,1,3,1,2,0,0,10,6,3,3,0,0,27,10,2,2,1,0
"3267","BOS201604290",20160429,"NYA",2,29,6,0,1,1,2,0,0,1,3,0,5,0,1,2,0,4,2,4,4,1,0,24,8,1,0,0,0
"34116","BOS201604300",20160430,"NYA",0,32,5,0,0,0,0,0,0,0,1,0,8,0,0,1,0,6,5,8,8,0,0,24,7,0,0,0,0
"3557","BOS201605010",20160501,"NYA",7,33,9,4,0,1,6,2,0,1,2,0,7,0,0,1,0,4,4,8,8,1,0,24,13,2,0,0,0
"4657","BOS201605090",20160509,"OAK",7,38,11,4,0,1,6,0,0,0,3,0,6,0,0,1,0,7,5,14,14,3,0,24,8,0,0,0,0
"4777","BOS201605100",20160510,"OAK",5,41,15,3,0,0,5,0,0,0,1,0,8,0,0,0,0,10,5,12,12,1,0,24,15,2,0,1,0
"49116","BOS201605110",20160511,"OAK",3,34,8,1,0,0,3,1,0,1,3,0,8,0,0,0,0,9,5,13,13,1,0,24,10,0,1,0,0
"5087","BOS201605120",20160512,"HOU",1,34,7,1,0,0,1,0,0,0,1,0,12,0,0,1,0,7,2,9,9,2,0,24,13,1,0,1,0
"5157","BOS201605130",20160513,"HOU",7,39,13,3,0,1,7,0,0,0,4,0,11,2,0,0,0,9,6,6,6,1,0,27,11,0,0,1,0
"5307","BOS201605140",20160514,"HOU",5,39,11,3,0,2,5,1,0,1,6,2,9,0,2,2,0,9,6,6,6,2,0,32,19,0,0,2,0
"5467","BOS201605150",20160515,"HOU",9,37,8,2,0,2,8,0,0,1,5,0,10,3,0,0,0,7,4,10,10,0,0,24,8,2,0,0,0
"61116","BOS201605200",20160520,"CLE",4,33,8,2,0,1,4,1,1,0,5,0,5,2,0,0,0,9,3,2,2,1,0,27,11,1,0,2,0
"6267","BOS201605210",20160521,"CLE",1,30,2,1,0,1,1,0,0,0,4,0,11,0,0,0,0,6,5,9,9,0,0,24,11,0,0,0,0
"64116","BOS201605220",20160522,"CLE",2,33,6,2,0,0,2,0,0,2,2,0,9,0,0,0,0,8,4,5,5,0,0,24,6,0,0,0,0
"6667","BOS201605240",20160524,"COL",3,31,6,0,2,1,3,1,0,0,1,0,11,0,0,1,0,3,4,7,7,0,0,24,10,1,0,0,0
"68116","BOS201605250",20160525,"COL",3,36,10,0,0,0,2,0,0,0,2,0,10,0,1,0,0,8,4,10,10,0,0,24,8,0,0,0,0
"6967","BOS201605260",20160526,"COL",8,38,12,2,0,3,8,0,1,0,0,0,6,0,0,0,0,4,3,2,2,0,0,27,6,0,0,0,0
"8057","BOS201606030",20160603,"TOR",5,32,7,0,0,2,4,0,0,1,5,0,8,0,0,2,0,6,4,1,1,0,0,27,13,0,1,0,0
"8207","BOS201606040",20160604,"TOR",4,29,4,0,0,0,2,0,0,0,6,0,6,1,0,3,0,4,3,6,6,0,0,24,15,0,0,2,0
"8357","BOS201606050",20160605,"TOR",5,30,4,0,0,4,5,0,0,0,4,0,5,0,0,1,0,2,2,4,4,1,0,27,3,0,0,0,0
"9547","BOS201606140",20160614,"BAL",3,32,5,0,0,2,3,0,0,0,0,0,13,0,0,0,0,2,3,2,2,0,0,27,7,0,0,1,0
"9697","BOS201606150",20160615,"BAL",4,35,8,1,0,1,4,0,0,2,1,0,5,0,1,0,0,7,4,6,6,1,0,24,12,0,0,2,0
"9837","BOS201606160",20160616,"BAL",5,37,11,4,0,1,5,0,0,0,3,0,10,1,0,0,0,8,2,1,1,1,0,27,8,0,0,0,0
"9947","BOS201606170",20160617,"SEA",8,36,10,1,0,3,8,0,0,0,3,0,6,0,0,0,0,4,3,4,4,0,0,27,11,1,0,2,0
"10097","BOS201606180",20160618,"SEA",2,34,9,1,0,1,1,0,0,0,0,0,8,0,0,2,0,5,2,5,5,0,0,24,12,1,0,2,0
"10247","BOS201606190",20160619,"SEA",1,33,8,0,0,1,1,0,0,0,0,0,10,0,0,2,0,5,4,2,2,0,0,24,10,0,0,1,0
"10387","BOS201606200",20160620,"CHA",3,35,7,2,0,0,2,1,0,0,4,0,8,0,0,1,0,7,5,1,1,0,0,30,16,1,0,0,0
"10497","BOS201606210",20160621,"CHA",3,30,6,2,0,2,3,0,1,0,2,0,9,0,2,0,0,3,3,1,1,0,0,27,6,0,0,0,0
"10647","BOS201606220",20160622,"CHA",8,38,10,3,0,3,7,0,0,2,2,0,13,0,0,0,0,7,5,6,6,0,0,27,9,0,0,1,0
"10797","BOS201606230",20160623,"CHA",7,41,15,0,1,1,5,0,1,2,3,0,6,0,0,3,0,10,7,8,8,0,0,28,9,2,0,1,0
"11857","BOS201607010",20160701,"ANA",4,36,12,3,1,1,4,0,0,1,5,0,6,1,0,2,0,11,4,5,5,0,0,24,14,0,0,2,0
"12007","BOS201607020",20160702,"ANA",21,50,22,6,1,4,19,0,1,1,3,0,5,0,0,0,0,7,3,1,1,1,0,27,6,1,0,1,0
"12157","BOS201607030",20160703,"ANA",5,33,10,4,0,0,5,0,0,1,4,0,2,2,0,1,0,6,6,9,9,0,0,24,9,1,0,1,0
"12307","BOS201607040",20160704,"TEX",5,41,16,3,0,1,5,0,0,0,0,0,5,0,0,1,0,9,2,12,12,0,0,24,11,0,0,1,0
"12457","BOS201607050",20160705,"TEX",7,36,11,2,0,2,7,0,1,0,2,0,10,1,0,0,0,5,6,2,2,0,0,27,15,0,0,1,0
"12607","BOS201607060",20160706,"TEX",6,37,10,0,1,1,6,0,0,1,4,0,13,1,0,1,0,9,3,7,7,0,0,24,10,3,0,1,0
"12877","BOS201607080",20160708,"TBA",5,36,10,1,0,2,5,0,1,1,2,0,10,3,0,0,0,8,4,6,6,0,0,24,11,0,0,0,0
"13027","BOS201607090",20160709,"TBA",1,33,7,2,0,1,1,0,0,0,0,0,7,0,1,1,0,5,2,2,2,0,0,24,11,1,0,1,0
"13177","BOS201607100",20160710,"TBA",0,29,4,1,0,0,0,0,0,2,1,0,12,0,0,1,0,5,3,4,4,0,0,24,5,0,1,0,0
"13887","BOS201607190",20160719,"SFN",0,29,5,0,0,0,0,0,0,1,2,0,5,0,0,2,0,5,3,4,4,0,0,24,8,1,0,0,0
"14027","BOS201607200",20160720,"SFN",7,41,15,1,0,2,7,0,0,0,4,0,8,0,0,1,0,11,4,11,11,0,0,24,9,0,0,0,0
"14177","BOS201607210",20160721,"MIN",2,32,5,3,0,0,1,0,0,0,1,0,9,0,0,0,0,4,4,13,13,0,0,24,13,1,0,2,0
"14277","BOS201607220",20160722,"MIN",2,34,10,1,0,1,2,0,0,0,2,0,9,0,1,1,0,7,2,1,1,1,0,27,13,1,0,3,0
"14427","BOS201607230",20160723,"MIN",11,42,19,3,2,1,10,0,2,1,3,0,9,1,0,2,0,10,7,9,9,1,0,27,11,1,0,1,0
"14577","BOS201607240",20160724,"MIN",7,36,9,3,1,0,7,0,1,0,2,0,12,0,0,0,0,5,3,4,4,0,0,24,7,1,0,0,0
"14727","BOS201607250",20160725,"DET",4,34,8,1,1,1,4,0,0,0,2,0,8,0,0,1,0,5,4,2,2,0,0,27,8,0,0,0,0
"14827","BOS201607260",20160726,"DET",9,38,13,1,0,1,9,0,0,1,6,0,3,1,1,1,0,9,6,6,6,0,0,27,16,1,0,2,0
"14987","BOS201607270",20160727,"DET",4,37,11,1,0,2,4,0,0,0,4,1,8,0,0,1,0,10,3,3,3,0,0,27,17,1,0,3,0
"16707","BOS201608090",20160809,"NYA",3,34,7,5,0,0,3,0,0,0,5,0,8,0,0,0,0,9,4,5,5,0,0,24,10,0,0,1,0
"16857","BOS201608100",20160810,"NYA",9,39,15,1,0,2,7,1,0,0,4,0,7,0,0,2,0,8,8,4,4,1,0,27,7,0,0,0,0
"16997","BOS201608110",20160811,"NYA",4,33,7,1,0,1,4,0,0,0,2,1,11,0,0,0,0,4,3,2,2,1,0,27,11,0,0,1,0
"171016","BOS201608120",20160812,"ARI",4,38,12,1,1,2,4,0,0,0,2,0,9,0,0,0,0,9,3,5,5,1,0,24,9,2,0,1,0
"17257","BOS201608130",20160813,"ARI",3,30,5,0,0,0,3,0,0,0,7,0,7,2,0,3,0,7,5,4,4,0,0,24,7,1,0,0,0
"17407","BOS201608140",20160814,"ARI",2,33,7,0,0,1,2,0,0,0,0,0,4,0,0,2,0,4,7,15,15,0,0,24,8,1,0,0,0
"19027","BOS201608260",20160826,"KCA",6,34,9,1,0,3,6,0,0,0,4,0,4,3,0,2,0,5,5,3,3,1,0,27,9,1,0,1,0
"19177","BOS201608270",20160827,"KCA",3,33,6,3,0,2,3,0,0,1,3,0,9,0,0,0,0,7,2,8,8,0,0,24,13,1,1,1,0
"19327","BOS201608280",20160828,"KCA",10,36,10,1,1,1,10,1,1,1,4,0,2,0,0,1,0,6,4,3,3,0,0,27,13,1,0,4,0
"19497","BOS201608290",20160829,"TBA",4,32,9,1,0,0,4,0,2,0,1,0,9,0,1,1,0,4,4,9,9,1,0,24,7,0,0,0,0
"19628","BOS201608300",20160830,"TBA",4,34,8,1,0,2,4,0,0,0,3,0,9,0,1,0,0,6,4,3,3,0,0,27,6,0,1,1,0
"19767","BOS201608310",20160831,"TBA",6,36,12,2,0,2,6,0,0,0,5,0,8,0,0,1,0,8,4,8,8,0,0,24,6,0,0,0,0
"21377","BOS201609120",20160912,"BAL",2,29,2,0,0,2,2,0,0,0,1,0,9,0,0,1,0,1,5,12,12,0,0,24,8,1,0,1,0
"21527","BOS201609130",20160913,"BAL",6,35,9,0,0,3,6,0,0,0,6,0,10,1,0,1,0,8,5,3,3,0,0,27,8,1,0,1,0
"21677","BOS201609140",20160914,"BAL",1,31,5,0,0,1,1,0,0,0,0,0,6,0,0,0,0,3,2,0,0,0,0,27,11,1,0,1,0
"21837","BOS201609150",20160915,"NYA",5,38,14,5,0,0,5,1,1,1,3,0,8,3,0,0,0,12,5,7,7,1,0,26,15,0,1,0,0
"21937","BOS201609160",20160916,"NYA",4,34,9,4,0,1,4,0,0,2,3,0,7,0,0,2,0,8,6,7,7,1,0,24,13,0,0,1,0
"22087","BOS201609170",20160917,"NYA",5,35,9,2,1,1,5,0,0,0,2,0,12,0,1,0,0,5,4,5,5,1,0,24,6,0,1,0,0
"22247","BOS201609180",20160918,"NYA",4,38,11,3,0,1,4,0,0,0,2,0,7,0,0,0,0,9,4,5,5,0,0,24,8,1,1,0,0
"23847","BOS201609300",20160930,"TOR",3,36,10,2,0,1,3,0,1,0,6,0,7,0,0,0,0,13,5,5,5,2,0,24,10,2,0,0,0
"23997","BOS201610010",20161001,"TOR",4,28,4,0,0,0,4,1,1,0,7,0,13,1,0,1,0,6,3,3,3,0,1,27,12,0,0,1,0
"24147","BOS201610020",20161002,"TOR",2,34,9,2,0,1,2,0,0,0,4,0,6,0,0,2,0,9,4,1,1,0,0,27,11,0,0,1,0
"4827","CHA201604080",20160408,"CLE",7,34,9,3,1,0,6,0,2,0,2,0,9,0,0,1,0,4,4,1,1,0,0,27,10,0,0,2,0
"6128","CHA201604090",20160409,"CLE",3,33,7,0,0,2,3,0,0,0,2,0,9,0,0,0,0,5,4,7,7,2,0,24,8,3,0,0,0
"18128","CHA201604180",20160418,"ANA",7,38,13,1,0,0,6,1,0,0,2,0,5,0,0,1,0,7,3,0,0,0,0,27,7,0,0,0,0
"19028","CHA201604190",20160419,"ANA",0,29,3,1,0,0,0,0,0,0,3,0,7,0,0,0,0,5,2,5,5,0,0,24,10,0,0,0,0
"20527","CHA201604200",20160420,"ANA",1,30,4,0,0,0,1,0,0,1,0,0,4,0,1,0,0,3,3,1,1,1,0,24,10,1,0,2,0
"22027","CHA201604210",20160421,"ANA",3,27,6,1,0,1,3,2,0,0,7,1,2,1,0,4,0,6,3,2,2,0,0,27,7,0,0,1,0
"23227","CHA201604220",20160422,"TEX",0,29,5,1,0,0,0,0,0,0,2,0,6,0,1,0,0,4,3,5,5,1,0,24,9,1,0,1,0
"2477","CHA201604230",20160423,"TEX",3,38,7,0,1,1,3,0,1,0,4,0,11,3,0,0,0,7,6,4,4,0,0,31,12,0,0,1,0
"2627","CHA201604240",20160424,"TEX",1,34,8,0,0,1,1,0,0,0,3,0,7,2,0,2,0,9,2,4,4,1,0,24,13,0,0,2,0
"3807","CHA201605030",20160503,"BOS",1,30,4,0,0,1,1,0,0,0,0,0,6,0,0,1,0,2,4,4,4,1,0,24,9,0,0,1,0
"3957","CHA201605040",20160504,"BOS",5,35,11,1,0,1,5,0,0,1,3,0,7,0,0,3,0,7,3,2,2,0,0,27,10,0,0,2,0
"41016","CHA201605050",20160505,"BOS",7,35,12,2,1,3,7,0,2,0,7,0,7,0,0,2,0,10,5,3,3,1,0,27,10,0,0,2,0
"42116","CHA201605060",20160506,"MIN",4,31,7,1,0,1,4,0,1,2,3,0,7,1,1,0,0,6,4,8,8,0,0,24,7,1,0,0,0
"4377","CHA201605070",20160507,"MIN",2,31,4,2,0,0,2,0,0,2,2,0,12,0,0,0,0,6,6,7,7,1,0,24,12,0,0,2,0
"4527","CHA201605080",20160508,"MIN",1,33,7,1,0,0,1,0,0,0,3,0,9,0,0,0,0,8,2,3,3,1,0,24,8,0,0,1,0
"5697","CHA201605170",20160517,"HOU",6,45,11,1,0,3,6,0,1,0,4,2,11,3,0,0,0,11,6,5,5,0,0,33,12,0,0,0,0
"5857","CHA201605180",20160518,"HOU",5,36,13,1,0,2,5,0,0,0,5,0,7,1,0,2,0,9,4,3,3,0,0,27,10,0,0,1,0
"60116","CHA201605190",20160519,"HOU",1,31,4,0,0,1,1,0,0,0,0,0,9,0,0,0,0,3,2,2,2,0,0,24,6,0,0,0,0
"6129","CHA201605200",20160520,"KCA",4,37,12,3,0,0,4,1,0,0,0,0,7,0,0,1,0,7,5,1,1,1,0,27,8,1,0,1,0
"6277","CHA201605210",20160521,"KCA",2,32,8,0,0,1,2,0,1,1,2,0,8,1,1,1,0,7,5,1,1,0,0,27,13,1,0,2,0
"6427","CHA201605220",20160522,"KCA",2,33,8,1,0,0,2,0,1,0,2,0,8,0,0,1,0,7,3,3,3,0,0,24,10,0,0,1,0
"6547","CHA201605231",20160523,"CLE",6,33,7,3,0,3,6,0,0,0,4,0,7,1,0,1,0,4,3,6,6,1,0,24,10,2,0,1,0
"6557","CHA201605232",20160523,"CLE",5,33,7,1,0,3,5,0,0,0,3,0,5,0,0,1,0,4,3,1,1,1,0,27,9,1,0,0,0
"6677","CHA201605240",20160524,"CLE",6,35,10,0,1,1,6,0,1,0,5,0,8,3,0,1,0,8,2,2,2,0,0,27,12,0,0,1,0
"6827","CHA201605250",20160525,"CLE",4,34,8,0,2,0,4,0,1,2,1,0,10,0,0,0,0,7,3,2,2,0,0,27,6,3,1,0,0
"8597","CHA201606070",20160607,"WAS",10,37,12,5,0,1,10,0,1,1,6,0,8,1,1,1,0,8,4,5,5,1,0,27,8,0,0,1,0
"8757","CHA201606080",20160608,"WAS",11,44,18,2,0,4,11,0,0,0,4,0,5,0,0,1,0,10,4,4,4,1,0,27,8,0,0,0,0
"8897","CHA201606090",20160609,"WAS",1,31,5,0,0,1,1,0,0,0,0,0,9,0,0,1,0,3,2,3,3,0,0,24,7,0,0,0,0
"8997","CHA201606100",20160610,"KCA",5,37,12,1,0,3,5,0,1,0,1,0,11,1,0,1,0,7,3,7,7,0,0,24,13,0,0,1,0
"9147","CHA201606110",20160611,"KCA",4,35,9,0,0,3,4,0,0,0,1,0,10,0,0,1,0,5,4,1,1,0,0,27,9,0,0,0,0
"9297","CHA201606120",20160612,"KCA",3,33,11,1,0,1,3,1,0,1,3,1,10,0,2,0,0,8,3,1,1,1,0,27,10,1,0,3,0
"9447","CHA201606130",20160613,"DET",9,46,14,3,0,1,8,1,1,0,11,1,7,2,1,1,0,14,6,10,10,2,0,34,15,0,0,0,0
"9557","CHA201606140",20160614,"DET",11,40,16,7,2,0,11,0,1,0,8,2,9,1,0,1,0,11,3,6,6,0,0,27,10,3,0,1,0
"9707","CHA201606150",20160615,"DET",3,34,8,2,0,1,3,0,0,1,1,1,9,0,0,0,0,6,4,5,5,0,0,24,10,0,0,1,0
"10897","CHA201606240",20160624,"TOR",2,35,8,1,0,0,2,0,0,1,4,0,12,0,0,0,0,11,3,3,3,0,1,24,6,0,0,0,0
"11057","CHA201606250",20160625,"TOR",10,40,13,5,0,1,10,0,0,0,5,0,5,0,0,0,0,8,6,7,7,0,0,27,5,1,0,1,0
"11207","CHA201606260",20160626,"TOR",2,29,5,0,0,2,2,0,0,0,2,0,7,0,0,2,0,2,3,5,5,2,0,24,12,1,0,1,0
"11457","CHA201606280",20160628,"MIN",4,33,7,1,0,2,4,0,0,0,3,0,10,1,0,1,0,5,3,0,0,0,0,27,8,1,0,0,0
"11607","CHA201606290",20160629,"MIN",6,37,11,5,0,1,6,0,0,2,4,0,8,0,0,1,0,10,4,9,9,0,0,24,6,1,0,0,0
"11747","CHA201606300",20160630,"MIN",5,33,8,2,0,2,5,0,0,0,2,0,12,0,0,0,0,3,4,6,6,0,0,24,10,1,0,2,0
"123116","CHA201607040",20160704,"NYA",2,37,8,3,0,1,2,0,0,0,2,0,10,0,0,0,1,11,2,7,7,0,0,24,4,3,0,1,0
"12467","CHA201607050",20160705,"NYA",9,45,20,7,0,2,8,0,1,0,3,0,6,0,0,1,1,14,2,0,0,0,0,27,10,0,0,1,0
"126116","CHA201607060",20160706,"NYA",0,34,8,1,0,0,0,0,0,0,1,0,6,1,0,0,0,8,2,5,5,1,0,24,12,0,1,1,0
"12887","CHA201607080",20160708,"ATL",11,39,15,6,0,3,11,0,1,1,4,1,9,0,0,0,0,7,4,8,8,0,0,27,9,2,0,1,0
"13037","CHA201607090",20160709,"ATL",4,34,8,1,0,3,4,0,0,0,3,2,9,0,0,0,0,6,2,5,5,0,1,24,12,2,0,3,0
"13187","CHA201607100",20160710,"ATL",2,32,6,2,0,2,2,0,0,0,3,0,2,0,0,1,0,6,3,0,0,1,0,27,9,0,0,3,0
"14187","CHA201607210",20160721,"DET",2,28,7,0,0,2,2,0,0,0,1,1,5,0,0,0,0,6,2,1,1,0,0,18,9,0,0,2,0
"14287","CHA201607220",20160722,"DET",7,37,11,4,0,0,6,0,1,1,8,2,11,1,0,1,0,13,5,4,4,0,0,27,15,1,0,1,0
"14437","CHA201607230",20160723,"DET",3,35,8,1,0,1,3,0,0,0,3,1,11,2,0,1,0,8,5,2,2,0,0,26,7,1,0,1,0
"14587","CHA201607240",20160724,"DET",4,35,8,1,0,4,4,0,0,0,2,0,7,0,0,0,0,6,4,5,5,0,0,25,7,0,0,1,0
"14737","CHA201607250",20160725,"CHN",4,38,12,3,0,1,4,0,0,0,4,0,10,1,0,0,0,11,4,5,5,1,0,25,11,0,0,0,0
"14837","CHA201607260",20160726,"CHN",0,30,4,0,0,0,0,0,0,0,4,0,6,0,0,1,1,8,4,3,3,0,0,24,10,0,0,1,0
"16167","CHA201608050",20160805,"BAL",7,41,16,2,0,2,6,0,1,0,0,0,4,0,0,1,0,8,5,5,5,2,0,27,13,4,0,2,0
"163116","CHA201608060",20160806,"BAL",2,33,6,2,0,0,2,0,1,0,3,0,10,0,0,1,0,8,3,4,4,0,0,24,13,0,0,4,0
"16467","CHA201608070",20160807,"BAL",10,37,12,1,0,5,10,0,0,2,9,0,2,0,0,2,0,11,2,2,2,0,0,27,6,0,0,0,0
"18097","CHA201608190",20160819,"OAK",9,38,11,3,0,3,8,0,0,1,4,0,7,0,0,1,0,7,1,0,0,0,0,27,10,1,0,2,0
"18247","CHA201608200",20160820,"OAK",2,33,6,0,0,1,2,0,0,0,3,0,9,0,0,1,0,7,4,6,6,0,0,24,5,0,0,0,0
"18397","CHA201608210",20160821,"OAK",2,36,10,2,0,1,2,0,0,0,1,0,9,0,0,1,0,8,5,4,4,0,1,24,9,1,0,0,0
"18627","CHA201608230",20160823,"PHI",1,32,5,2,0,1,1,0,0,0,2,0,6,0,0,0,0,6,4,9,9,0,0,24,10,0,0,1,0
"18767","CHA201608240",20160824,"PHI",5,37,10,3,0,2,5,0,0,1,1,0,10,0,0,0,0,7,4,3,3,0,0,27,6,0,0,1,0
"189116","CHA201608250",20160825,"SEA",6,34,8,1,0,1,6,0,1,0,3,0,5,1,0,0,0,5,5,4,4,0,0,25,7,1,0,1,0
"19037","CHA201608260",20160826,"SEA",3,31,5,1,0,1,2,0,0,1,0,0,14,0,0,1,0,2,2,1,1,0,0,27,16,0,0,2,0
"19187","CHA201608270",20160827,"SEA",3,30,7,2,0,0,3,0,2,0,3,0,8,0,0,1,0,5,3,9,9,0,0,24,10,0,0,1,0
"19337","CHA201608280",20160828,"SEA",1,33,7,0,1,1,1,0,0,0,1,0,9,0,0,1,0,6,2,4,4,0,0,24,6,0,0,0,0
"20397","CHA201609050",20160905,"DET",5,41,9,0,0,3,5,0,0,1,3,0,12,0,0,1,0,7,5,3,3,0,0,33,7,0,0,0,0
"20547","CHA201609060",20160906,"DET",0,33,7,0,0,0,0,0,0,1,2,0,9,0,0,0,0,9,2,2,2,1,0,24,11,0,0,3,0
"20697","CHA201609070",20160907,"DET",4,33,10,1,0,1,4,0,0,0,3,0,10,0,0,2,0,5,6,7,7,0,0,24,13,1,1,0,0
"20927","CHA201609090",20160909,"KCA",2,35,7,0,0,0,2,0,0,0,3,0,12,3,0,0,1,10,4,6,6,2,0,24,13,1,0,1,0
"21077","CHA201609100",20160910,"KCA",6,33,7,1,0,2,6,0,0,0,5,0,7,1,0,1,0,5,6,5,5,0,0,27,9,0,0,1,0
"21227","CHA201609110",20160911,"KCA",2,36,10,1,0,2,2,0,0,1,1,0,12,0,0,1,0,9,4,0,0,0,0,27,9,0,0,1,0
"21387","CHA201609120",20160912,"CLE",4,35,8,4,0,1,4,0,0,0,2,0,6,0,0,1,0,6,7,9,9,0,0,24,7,2,1,0,0
"21537","CHA201609130",20160913,"CLE",1,32,6,3,0,1,1,0,0,1,1,0,7,0,0,1,0,6,4,8,8,0,0,24,11,0,0,0,0
"21687","CHA201609140",20160914,"CLE",6,36,10,3,1,1,6,0,0,0,3,0,6,2,0,1,0,6,5,1,1,0,0,27,12,1,0,1,0
"21847","CHA201609150",20160915,"CLE",1,30,4,1,0,0,1,0,1,1,5,0,12,2,0,0,0,9,5,2,2,0,0,25,8,0,0,1,0
"23337","CHA201609260",20160926,"TBA",1,33,9,2,0,0,1,0,0,1,4,0,6,1,0,4,0,10,4,7,7,0,0,24,6,0,0,0,0
"23437","CHA201609270",20160927,"TBA",6,39,11,3,1,1,6,0,0,1,0,0,8,0,0,0,0,7,4,11,11,0,0,24,5,1,0,0,0
"23587","CHA201609280",20160928,"TBA",0,29,3,2,0,0,0,0,0,0,0,0,5,0,0,1,0,2,4,1,1,0,0,24,9,0,0,0,0
"23727","CHA201609290",20160929,"TBA",5,35,11,3,0,1,5,0,1,1,4,0,11,1,0,1,0,9,4,3,3,0,0,27,12,0,0,2,0
"23857","CHA201609300",20160930,"MIN",3,30,6,1,0,0,2,0,1,0,5,0,12,0,0,3,0,6,4,7,7,1,0,24,10,0,0,0,0
"24007","CHA201610010",20161001,"MIN",6,33,5,2,0,2,6,0,0,0,3,0,10,0,0,0,0,3,4,0,0,0,0,27,5,0,0,1,0
"24157","CHA201610020",20161002,"MIN",6,35,9,2,0,2,6,0,1,1,4,0,11,0,0,0,0,8,5,3,3,0,0,27,8,0,0,0,0
"9227","CHN201604110",20160411,"CIN",3,33,7,1,0,1,3,0,0,0,2,0,9,1,0,1,0,5,4,5,5,2,0,24,10,1,1,0,0
"11627","CHN201604130",20160413,"CIN",2,30,7,1,1,0,2,0,1,0,4,0,7,1,0,3,0,6,6,9,9,2,0,24,4,0,0,0,0
"12927","CHN201604140",20160414,"CIN",1,32,6,3,0,0,1,0,0,0,4,0,6,0,0,0,0,8,5,7,7,0,0,24,9,2,0,1,0
"14428","CHN201604150",20160415,"COL",6,38,11,0,0,0,3,0,0,0,3,2,8,3,0,2,0,8,4,1,1,0,0,27,10,1,0,0,0
"15927","CHN201604160",20160416,"COL",2,31,7,2,0,1,2,0,0,0,1,0,9,1,1,1,0,3,3,6,6,0,0,24,5,1,0,1,0
"17327","CHN201604170",20160417,"COL",2,30,5,0,0,2,2,0,0,0,2,0,14,1,2,1,0,3,3,0,0,0,0,27,8,0,0,0,0
"2987","CHN201604260",20160426,"MIL",3,29,4,2,0,0,3,0,1,0,3,0,9,0,0,1,0,3,4,2,2,0,0,24,12,1,0,0,0
"3228","CHN201604280",20160428,"MIL",2,31,6,2,0,0,2,0,1,0,7,0,13,5,0,2,0,10,4,7,7,2,0,24,5,2,1,0,0
"3337","CHN201604290",20160429,"ATL",1,32,7,0,0,1,1,0,0,0,2,0,13,0,1,1,0,6,5,6,6,0,0,24,10,0,0,3,0
"3627","CHN201605010",20160501,"ATL",4,31,5,2,0,0,3,1,2,0,4,1,4,1,0,1,0,4,5,2,2,0,0,30,7,1,0,0,0
"4147","CHN201605050",20160505,"WAS",2,28,3,1,0,1,2,0,0,2,4,0,6,0,0,1,0,5,4,5,5,0,0,24,6,0,0,0,0
"4287","CHN201605060",20160506,"WAS",6,35,9,2,0,2,6,0,0,1,2,0,15,0,0,0,0,5,4,8,8,1,0,24,10,0,2,2,0
"4447","CHN201605070",20160507,"WAS",5,29,6,2,1,0,5,2,1,0,6,1,8,1,0,0,0,6,5,8,8,0,0,24,8,0,0,0,0
"4597","CHN201605080",20160508,"WAS",3,50,11,3,0,0,3,1,0,2,10,3,9,0,0,1,0,21,5,3,3,2,0,37,14,1,0,1,0
"4847","CHN201605100",20160510,"SDN",7,36,8,2,0,2,7,0,0,1,3,0,10,0,0,0,0,6,3,8,8,0,0,24,12,0,0,1,0
"4987","CHN201605111",20160511,"SDN",7,35,10,0,0,1,5,1,1,1,6,1,10,1,0,1,0,10,5,4,4,0,0,27,8,2,0,0,0
"4997","CHN201605112",20160511,"SDN",1,29,3,0,0,1,1,1,0,0,0,0,8,0,0,0,0,2,4,0,0,0,0,27,7,1,0,1,0
"5237","CHN201605130",20160513,"PIT",4,36,11,3,0,1,3,0,0,0,4,0,8,3,0,2,0,9,4,8,8,0,0,24,7,0,1,1,0
"5387","CHN201605140",20160514,"PIT",2,29,3,1,0,0,2,0,0,1,2,0,12,1,0,1,0,3,3,8,8,0,0,24,4,1,1,0,0
"5547","CHN201605150",20160515,"PIT",2,32,5,1,0,1,2,0,0,0,6,1,12,1,0,0,0,9,2,1,1,0,0,27,8,0,0,0,0
"7137","CHN201605270",20160527,"PHI",2,35,10,1,0,0,2,0,1,0,2,0,10,0,0,2,0,9,4,6,6,1,0,24,9,1,0,1,0
"7287","CHN201605280",20160528,"PHI",1,31,5,2,0,0,0,0,0,1,0,0,7,0,0,0,0,4,3,4,4,0,0,24,9,0,0,0,0
"7437","CHN201605290",20160529,"PHI",2,31,6,1,0,2,2,0,0,0,4,0,7,0,0,2,0,6,5,7,7,1,0,24,9,1,0,2,0
