"","GAME_ID","Team","Date","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP","PITCH_ID","PITCH_INN_CT","PITCH_OUTS"
"50","ANA201405210","HOU",20140521,1,28,2,1,0,1,1,0,0,1,1,0,5,0,0,0,0,2,2,2,2,1,0,24,10,0,0,0,0,"weavj003","9","27"
"51","ANA201405230","ANA",20140523,6,34,12,2,0,2,6,0,0,0,3,0,3,0,0,0,0,7,5,1,1,1,0,27,9,1,1,1,0,"duffd001","6","18"
"52","ANA201405230","KCA",20140523,1,32,5,1,0,0,1,0,0,2,4,0,6,2,0,0,0,10,3,6,6,0,0,24,10,0,0,0,0,"wilsc004","7","19"
"53","ANA201405240","ANA",20140524,4,50,14,5,0,2,3,1,0,0,2,0,10,0,0,2,0,10,7,4,4,0,0,39,12,3,0,1,0,"shiej002","6","18"
"54","ANA201405240","KCA",20140524,7,52,16,2,0,0,5,2,2,0,2,0,12,2,0,1,0,12,6,4,4,1,0,39,17,0,0,2,0,"shoem001","5","15"
"55","ANA201405250","ANA",20140525,4,30,8,1,0,1,4,0,0,1,5,0,6,0,0,1,0,8,3,3,3,1,1,27,9,0,0,1,0,"vargj001","7","19"
"56","ANA201405250","KCA",20140525,3,30,6,2,0,0,3,0,1,0,3,0,8,1,1,1,0,4,3,4,4,0,0,24,5,0,0,1,0,"richg002","7","21"
"57","ANA201406060","ANA",20140606,8,32,11,3,0,2,8,0,0,1,1,0,5,1,0,2,0,2,4,4,4,0,0,27,11,0,0,2,0,"riena001","4","11"
"58","ANA201406060","CHA",20140606,4,36,11,1,0,2,4,0,0,3,4,0,11,0,0,2,0,12,2,8,8,0,0,24,13,0,0,3,0,"weavj003","6","18"
"59","ANA201406070","ANA",20140607,6,34,10,1,0,1,6,0,0,0,1,0,7,1,0,2,0,5,4,3,3,0,0,27,10,2,0,2,0,"salec001","8","21"
"60","ANA201406070","CHA",20140607,5,33,9,3,0,1,5,1,1,0,2,0,12,0,0,2,0,5,2,5,4,0,0,24,10,2,0,2,0,"shoem001","6","15"
"61","ANA201406080","ANA",20140608,4,32,9,1,0,0,4,0,0,0,7,1,9,0,1,0,0,11,3,2,2,0,0,27,15,0,0,3,0,"quinj001","5","13"
"62","ANA201406080","CHA",20140608,2,31,7,2,0,0,2,0,0,0,3,1,8,0,0,3,0,5,3,4,4,1,0,24,9,2,0,0,0,"wilsc004","8","22"
"63","ANA201406090","ANA",20140609,4,33,11,2,0,0,4,0,1,2,2,0,7,0,1,1,0,10,3,1,1,0,0,27,8,0,0,0,0,"chavj001","6","18"
"64","ANA201406090","OAK",20140609,1,31,4,1,0,0,1,0,0,1,0,0,9,0,0,0,0,4,4,2,2,0,0,24,5,3,0,1,0,"richg002","7","21"
"65","ANA201406100","ANA",20140610,2,45,9,2,0,1,2,1,0,0,7,1,5,1,0,3,0,10,7,1,1,0,0,42,13,0,0,0,0,"pomed001","7","21"
"66","ANA201406100","OAK",20140610,1,47,8,1,0,0,1,1,1,0,3,1,14,2,1,0,0,9,5,1,1,0,0,41,24,2,0,3,0,"santh001","6","18"
"67","ANA201406110","ANA",20140611,1,35,10,4,0,0,1,0,0,0,2,0,6,0,0,0,0,9,6,6,6,2,0,27,4,1,0,0,0,"milot001","7","20"
"68","ANA201406110","OAK",20140611,7,36,10,2,0,1,6,0,1,0,3,0,8,0,0,0,0,6,4,1,1,0,0,27,10,0,0,1,0,"weavj003","6","16"
"69","ANA201406200","ANA",20140620,7,34,11,2,0,1,5,0,0,0,3,0,6,0,0,0,0,6,5,3,3,2,0,27,12,0,0,1,0,"saunj001","5","14"
"70","ANA201406200","TEX",20140620,3,34,8,1,0,1,3,0,0,0,5,0,11,4,0,1,0,9,2,4,4,0,0,24,12,1,0,1,0,"richg002","6","18"
"71","ANA201406210","ANA",20140621,3,31,5,2,0,1,3,0,0,0,1,0,4,0,1,0,0,2,3,2,2,0,0,30,11,1,0,1,0,"martn002","8","21"
"72","ANA201406210","TEX",20140621,2,34,5,2,0,1,2,0,0,1,2,0,10,2,0,1,0,5,3,3,3,0,0,27,8,0,0,0,0,"weavj003","8","24"
"73","ANA201406220","ANA",20140622,5,31,7,1,0,2,4,0,0,0,4,0,11,0,0,0,0,6,3,2,2,0,0,27,9,1,0,2,0,"darvy001","6","18"
"74","ANA201406220","TEX",20140622,2,32,9,3,0,1,1,0,0,0,2,0,8,0,1,2,0,5,3,4,4,2,0,24,4,1,1,0,0,"shoem001","8","23"
"75","ANA201406240","ANA",20140624,8,30,8,0,0,1,7,0,1,2,4,0,5,1,0,1,0,5,5,6,6,0,0,27,8,1,0,1,0,"gibsk002","2","6"
"76","ANA201406240","MIN",20140624,6,36,11,3,0,2,6,0,1,0,2,0,8,1,0,1,0,6,4,8,8,0,0,24,11,0,0,2,0,"wilsc004","5","15"
"77","ANA201406250","ANA",20140625,6,32,10,3,0,0,6,0,2,0,2,0,8,2,0,0,0,6,3,2,2,1,0,27,9,1,0,0,0,"pinoy001","3","9"
"78","ANA201406250","MIN",20140625,2,32,5,1,0,1,2,0,0,0,5,0,7,0,0,0,0,8,4,6,6,1,0,24,7,0,0,0,0,"richg002","8","22"
"79","ANA201406260","ANA",20140626,6,35,14,4,0,0,6,0,0,0,1,0,8,2,1,1,0,6,4,4,4,0,0,27,8,0,0,0,0,"nolar001","7","18"
"80","ANA201406260","MIN",20140626,4,37,11,2,0,0,4,0,0,0,3,0,9,0,1,0,0,9,4,6,6,0,0,24,9,0,0,2,0,"weavj003","7","21"
"81","ANA201407030","ANA",20140703,5,29,9,2,0,0,5,0,1,0,3,0,6,0,0,2,0,4,4,2,2,0,0,27,9,0,0,1,0,"oberb001","7","19"
"82","ANA201407030","HOU",20140703,2,33,8,3,0,0,2,0,0,0,4,0,9,1,0,1,0,8,2,5,5,0,0,24,7,0,0,3,0,"shoem001","6","18"
"83","ANA201407040","ANA",20140704,7,37,16,3,0,2,6,0,0,0,1,0,7,1,0,2,0,7,4,6,6,0,0,27,9,0,0,0,0,"keucd001","5","15"
"84","ANA201407040","HOU",20140704,6,35,8,0,0,3,6,0,0,0,2,0,11,0,0,0,0,4,5,7,7,0,0,24,13,0,0,2,0,"wilsc004","5","13"
"85","ANA201407050","ANA",20140705,11,39,14,3,0,3,11,0,0,0,4,1,9,2,0,0,0,8,4,5,5,1,0,27,8,0,0,0,0,"felds001","6","18"
"86","ANA201407050","HOU",20140705,5,35,8,1,0,1,5,0,0,1,3,1,12,1,0,0,0,7,5,11,11,2,0,24,4,0,0,0,0,"santh001","5","15"
"87","ANA201407060","ANA",20140706,6,28,8,0,0,1,4,1,0,1,4,0,8,1,2,2,0,4,4,1,1,1,0,27,7,0,0,1,0,"mchuc001","4","12"
"88","ANA201407060","HOU",20140706,1,33,7,1,0,0,1,0,0,0,1,0,12,1,0,1,0,6,4,4,4,0,0,24,14,2,0,3,0,"richg002","8","22"
"89","ANA201407070","ANA",20140707,5,34,10,4,0,0,5,0,1,0,4,0,6,0,0,0,0,10,6,2,2,0,0,27,9,0,0,0,0,"happj001","5","13"
"90","ANA201407070","TOR",20140707,2,32,6,0,0,1,2,0,1,0,0,0,5,0,0,0,0,4,4,5,5,0,0,24,6,1,0,0,0,"weavj003","2","6"
"91","ANA201407080","ANA",20140708,0,31,5,1,0,0,0,0,0,0,1,0,6,0,0,0,0,5,3,4,4,0,0,27,14,0,0,2,0,"dickr001","7","21"
"92","ANA201407080","TOR",20140708,4,37,14,2,0,1,4,0,0,1,0,0,4,1,1,2,0,7,3,0,0,0,0,27,11,0,0,0,0,"skagt001","7","20"
"93","ANA201407090","ANA",20140709,8,33,10,0,0,2,7,0,0,0,4,0,8,0,0,0,0,5,7,4,4,1,0,27,12,3,0,0,0,"strom001","4","11"
"94","ANA201407090","TOR",20140709,7,39,12,2,0,0,6,1,0,0,6,1,7,0,0,0,0,12,5,7,7,2,0,24,8,1,0,0,0,"wilsc004","4","11"
"95","ANA201407180","ANA",20140718,3,57,12,4,0,0,3,1,0,0,1,1,13,0,1,0,0,9,9,2,2,0,0,48,19,1,0,2,0,"iwakh001","7","21"
"96","ANA201407180","SEA",20140718,2,58,15,2,0,0,2,2,0,0,4,0,14,1,1,1,0,14,8,3,3,0,0,47,20,1,0,1,0,"weavj003","7","18"
"97","ANA201407190","ANA",20140719,2,38,5,2,0,1,1,0,0,1,6,1,13,1,1,1,0,7,6,3,3,0,0,36,11,0,0,0,0,"hernf002","7","21"
"98","ANA201407190","SEA",20140719,3,44,9,3,0,0,3,0,0,1,2,1,11,1,0,0,0,8,7,1,1,1,0,36,16,1,0,2,0,"richg002","8","24"
"99","ANA201407200","ANA",20140720,6,40,16,4,0,2,6,0,0,1,3,2,10,0,0,2,0,12,4,5,5,1,0,27,10,0,0,0,0,"younc003","6","18"
"100","ANA201407200","SEA",20140720,5,36,10,1,0,1,5,0,0,0,1,0,6,1,1,0,0,5,4,6,6,0,0,26,10,0,0,2,0,"skagt001","7","20"
"101","ANA201407210","ANA",20140721,2,35,8,1,0,0,2,0,0,0,2,0,11,0,0,1,0,8,5,4,4,0,0,27,4,0,0,0,0,"norrb001","7","20"
"102","ANA201407210","BAL",20140721,4,32,6,1,0,2,4,0,0,1,0,0,15,0,1,0,0,2,4,1,1,0,0,27,13,1,0,1,0,"shoem001","6","17"
"103","ANA201407220","ANA",20140722,2,29,3,0,0,1,2,0,0,0,4,0,7,0,0,0,0,4,4,4,4,0,0,27,5,0,0,0,0,"gonzm003","8","23"
"104","ANA201407220","BAL",20140722,4,34,7,3,0,1,4,0,0,0,3,0,9,0,0,0,0,6,3,2,2,0,0,27,11,0,0,1,0,"santh001","5","15"
"105","ANA201407230","ANA",20140723,3,31,7,2,0,0,3,0,0,1,6,1,5,1,0,1,0,11,2,2,2,0,0,27,4,0,0,0,0,"tillc001","6","18"
"106","ANA201407230","BAL",20140723,2,33,6,1,0,0,2,0,0,0,1,0,8,1,0,0,0,5,4,3,3,0,0,24,14,2,0,1,0,"weavj003","8","24"
"107","ANA201407240","ANA",20140724,4,32,8,2,0,0,4,1,1,0,1,0,14,0,0,1,0,4,4,6,6,1,0,27,9,0,0,0,0,"schem001","7","21"
"108","ANA201407240","DET",20140724,6,38,11,4,0,0,6,0,0,0,3,1,9,1,0,0,0,8,3,4,4,1,0,27,6,0,0,1,0,"richg002","6","18"
"109","ANA201407250","ANA",20140725,2,30,7,3,0,0,2,0,0,0,2,1,13,0,1,0,0,6,5,1,1,0,0,27,14,1,0,1,0,"smyld001","6","17"
"110","ANA201407250","DET",20140725,1,32,6,1,0,1,1,0,0,1,1,0,10,0,1,1,0,6,3,2,2,0,0,24,4,0,0,0,0,"skagt001","6","17"
"111","ANA201407260","ANA",20140726,4,31,8,3,0,1,4,1,0,0,4,0,6,0,0,0,0,8,3,0,0,0,0,27,8,0,0,0,0,"verlj001","7","21"
"112","ANA201407260","DET",20140726,0,30,4,1,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,3,3,0,0,24,7,1,0,0,0,"shoem001","7","21"
"113","ANA201407270","ANA",20140727,2,29,7,0,0,1,1,0,0,0,0,0,7,0,0,2,0,3,4,1,1,1,0,27,7,0,0,0,0,"porcr001","7","21"
"114","ANA201407270","DET",20140727,1,30,3,1,0,0,1,0,0,0,0,0,7,0,0,0,0,2,2,1,1,0,0,24,13,1,0,2,0,"santh001","6","16"
"115","ANA201408060","ANA",20140806,1,30,5,0,0,0,1,0,1,0,0,0,6,1,0,0,0,3,4,2,2,1,0,27,8,0,0,1,0,"hared001","8","22"
"116","ANA201408060","LAN",20140806,2,34,9,2,0,1,2,1,0,0,2,0,6,1,0,1,0,8,4,1,1,0,0,27,10,0,0,0,0,"shoem001","6","18"
"117","ANA201408070","ANA",20140807,0,28,2,2,0,0,0,0,0,1,2,0,5,0,0,1,0,4,3,6,6,1,0,27,9,1,0,2,0,"ryu-h001","7","21"
"118","ANA201408070","LAN",20140807,7,38,13,2,0,0,7,0,1,1,6,1,11,0,0,1,0,12,3,0,0,0,0,27,16,0,0,1,0,"wilsc004","6","17"
"119","ANA201408080","ANA",20140808,2,31,6,3,0,0,1,0,1,2,3,0,4,0,0,0,0,8,4,4,4,1,0,27,6,0,0,0,0,"websa001","7","20"
"120","ANA201408080","BOS",20140808,4,36,8,2,0,1,4,0,0,0,2,0,7,1,0,0,0,7,4,2,2,0,0,27,5,1,0,1,0,"weavj003","6","18"
"121","ANA201408090","ANA",20140809,5,67,15,4,1,2,5,1,0,0,7,4,14,0,0,1,0,16,9,2,2,1,0,57,18,2,0,3,0,"buchc001","8","24"
"122","ANA201408090","BOS",20140809,4,60,6,1,0,0,3,0,2,0,4,0,18,2,0,1,0,5,9,5,5,2,0,54,21,0,0,1,0,"richg002","7","19"
"123","ANA201408100","ANA",20140810,1,32,6,1,0,1,1,0,0,1,3,0,10,0,0,1,0,8,4,2,2,0,0,27,0,1,0,0,0,"delar003","8","21"
"124","ANA201408100","BOS",20140810,3,32,4,1,0,1,3,0,0,0,4,1,13,0,0,0,0,6,3,1,1,0,0,27,10,2,0,1,0,"santh001","6","18"
"125","ANA201408120","ANA",20140812,7,34,11,2,0,1,7,0,0,0,2,0,4,0,0,1,0,5,3,2,2,0,0,27,11,1,0,2,0,"willj003","6","16"
"126","ANA201408120","PHI",20140812,2,31,7,0,0,0,2,0,1,1,3,0,5,0,0,2,0,7,5,6,6,0,0,24,13,1,0,1,0,"wilsc004","7","20"
"127","ANA201408130","ANA",20140813,4,27,6,2,0,0,4,1,1,1,5,0,6,0,0,1,0,7,4,3,3,0,0,27,8,0,0,0,0,"burna001","6","18"
"128","ANA201408130","PHI",20140813,3,36,11,1,1,0,3,1,0,0,2,0,6,3,0,0,0,9,3,4,4,1,0,24,12,0,0,1,0,"weavj003","6","18"
"129","ANA201408250","ANA",20140825,1,35,8,2,0,0,1,0,0,0,1,0,7,0,0,0,0,8,4,7,7,0,0,27,7,0,0,1,0,"cosaj001","8","23"
"130","ANA201408250","MIA",20140825,7,37,11,2,0,1,7,0,1,0,5,1,11,0,0,1,0,9,2,1,1,0,0,27,10,0,0,0,0,"leblw001","4","10"
"131","ANA201408260","ANA",20140826,8,39,16,2,0,0,8,0,0,1,2,0,7,0,0,0,0,10,3,2,2,0,0,27,13,0,0,0,0,"eovan001","4","10"
"132","ANA201408260","MIA",20140826,2,33,6,2,0,0,2,0,0,1,3,0,9,0,0,0,0,8,3,8,8,0,0,24,6,0,0,0,0,"shoem001","7","21"
"133","ANA201408270","ANA",20140827,6,35,8,1,0,2,6,0,0,1,3,0,4,0,0,0,0,9,4,1,1,1,0,27,6,0,0,0,0,"alvah001","7","19"
"134","ANA201408270","MIA",20140827,1,33,7,0,1,1,1,0,0,0,2,0,11,0,1,0,0,7,3,5,5,1,0,24,15,2,0,0,0,"santh001","6","17"
"135","ANA201408280","ANA",20140828,4,33,9,0,0,0,4,1,1,0,5,1,7,1,0,2,1,9,6,3,3,0,0,30,10,1,0,1,0,"grays001","7","21"
"136","ANA201408280","OAK",20140828,3,35,7,2,0,1,2,0,0,0,6,0,5,0,0,1,0,8,5,4,4,2,0,28,12,1,0,2,0,"wilsc004","6","17"
"137","ANA201408290","ANA",20140829,4,33,7,1,0,2,4,0,0,0,1,0,5,0,0,0,0,6,3,0,0,0,0,27,8,1,0,1,0,"lestj001","6","18"
"138","ANA201408290","OAK",20140829,0,32,5,1,0,0,0,0,0,1,3,0,3,0,0,1,0,9,3,3,3,0,0,24,4,2,0,0,0,"weavj003","7","21"
"139","ANA201408300","ANA",20140830,2,29,4,0,0,0,1,0,0,0,0,0,9,0,0,0,0,3,8,0,0,0,0,27,7,1,0,1,0,"samaj001","8","24"
"140","ANA201408300","OAK",20140830,0,29,3,0,0,0,0,0,0,0,2,1,11,2,0,1,0,4,1,1,1,1,0,24,7,1,0,0,0,"rasmc002","3","9"
"141","ANA201408310","ANA",20140831,8,32,8,0,0,2,8,0,0,0,4,0,4,0,0,0,0,4,3,1,1,1,0,27,4,0,0,0,0,"kazms001","2","4"
"142","ANA201408310","OAK",20140831,1,33,6,0,0,0,1,0,0,0,1,0,7,0,0,0,0,6,4,8,8,0,0,24,9,1,0,0,0,"shoem001","7","21"
"143","ANA201409120","ANA",20140912,11,37,12,2,1,1,9,0,1,0,2,0,9,1,0,0,0,5,5,2,2,1,0,27,6,1,0,0,0,"oberb001","5","13"
"144","ANA201409120","HOU",20140912,3,37,9,1,0,0,3,0,0,0,4,2,12,4,0,0,0,11,5,9,6,1,1,24,7,3,0,0,0,"wilsc004","5","15"
"145","ANA201409130","ANA",20140913,5,32,11,2,0,2,5,1,0,0,4,1,7,1,1,1,0,8,3,2,2,0,0,27,4,0,0,0,0,"felds001","6","18"
"146","ANA201409130","HOU",20140913,2,33,7,2,0,0,2,1,0,0,1,0,15,1,0,0,0,6,5,5,5,1,0,24,10,0,0,1,0,"weavj003","7","21"
"147","ANA201409140","ANA",20140914,1,28,3,1,0,0,1,0,0,0,2,0,7,0,0,2,0,2,7,6,6,0,0,27,9,0,0,1,0,"keucd001","8","21"
"148","ANA201409140","HOU",20140914,6,37,12,4,0,1,6,0,0,0,7,1,9,1,1,1,0,11,3,1,1,0,0,27,16,0,0,2,0,"santh001","3","6"
"149","ANA201409150","ANA",20140915,8,34,9,2,0,2,8,0,0,0,5,1,6,0,0,0,0,7,3,1,1,0,0,27,12,1,0,2,0,"iwakh001","4","10"
"150","ANA201409150","SEA",20140915,1,31,6,2,0,0,1,0,0,0,0,0,5,0,0,2,1,4,5,8,8,0,0,24,7,1,0,0,0,"shoem001","8","23"
"151","ANA201409160","ANA",20140916,2,31,6,0,0,0,2,0,0,1,2,0,3,0,1,1,0,5,7,13,13,0,0,27,8,2,0,2,0,"eliar001","4","9"
"152","ANA201409160","SEA",20140916,13,37,14,5,0,0,11,1,2,3,4,1,6,0,0,2,0,7,6,2,2,0,0,27,15,1,0,1,0,"rasmc002","4","12"
"153","ANA201409170","ANA",20140917,5,30,6,1,0,1,4,0,0,0,2,1,11,0,0,0,0,3,3,0,0,0,0,27,11,0,0,0,0,"paxtj001","7","20"
"154","ANA201409170","SEA",20140917,0,28,1,0,0,0,0,0,0,0,3,0,10,1,0,0,0,4,3,5,5,0,0,24,10,2,0,0,0,"wilsc004","7","21"
"155","ANA201409180","ANA",20140918,1,33,5,0,0,1,1,0,0,0,4,1,14,2,0,0,0,9,5,3,3,0,0,27,12,2,0,1,0,"hernf002","7","21"
"156","ANA201409180","SEA",20140918,3,32,6,1,0,1,3,0,0,1,1,1,5,0,0,1,0,4,4,1,1,0,0,27,10,1,0,0,0,"leblw001","6","16"
"157","ANA201409190","ANA",20140919,3,32,7,2,0,1,3,0,0,0,6,0,9,0,0,1,0,8,6,11,11,1,0,27,9,1,0,0,0,"bonil001","5","15"
"158","ANA201409190","TEX",20140919,12,40,15,3,0,1,10,0,2,0,2,0,7,1,0,0,0,5,5,3,3,1,0,27,9,0,0,1,0,"santh001","2","3"
