"","GAME_ID","Team","Date","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP","PITCH_ID","PITCH_INN_CT","PITCH_OUTS","STRIKEOUTS"
"14","ANA201504230","OAK",20150423,0,35,8,1,0,0,0,0,0,0,2,0,8,0,0,0,0,10,3,1,1,0,0,24,5,1,0,0,0,"tropn001","7","18","5"
"15","ANA201504240","ANA",20150424,3,30,8,1,0,1,3,0,1,1,3,0,8,1,0,1,0,8,3,2,2,0,0,27,10,1,0,2,0,"rodrw002","5","15","5"
"16","ANA201504240","TEX",20150424,2,27,3,1,0,0,2,1,0,0,5,0,7,1,0,2,0,4,4,3,3,2,0,24,5,0,0,1,0,"richg002","7","21","5"
"17","ANA201504250","ANA",20150425,4,29,8,0,0,0,4,0,0,1,4,0,5,0,0,0,0,6,6,1,1,1,0,27,8,0,0,0,0,"lewic001","6","15","4"
"18","ANA201504250","TEX",20150425,1,34,8,1,0,0,0,0,0,1,3,0,6,2,0,0,0,10,4,4,4,0,0,24,8,0,0,1,0,"wilsc004","6","17","4"
"19","ANA201504260","ANA",20150426,4,46,15,3,0,1,4,0,0,1,4,0,9,0,0,0,0,14,5,3,3,0,0,33,8,2,0,0,0,"martn002","6","18","2"
"20","ANA201504260","TEX",20150426,5,42,9,1,0,1,4,0,1,2,7,1,9,1,1,0,0,14,5,4,4,0,0,33,10,1,0,1,0,"santh001","6","16","5"
"21","ANA201505040","ANA",20150504,2,32,8,0,0,2,2,0,0,0,2,0,8,0,1,1,0,5,3,3,3,0,0,27,4,0,0,0,0,"hernf002","7","21","8"
"22","ANA201505040","SEA",20150504,3,31,4,0,0,3,3,0,0,1,1,0,11,0,0,0,0,3,3,2,2,1,0,27,14,0,0,2,0,"shoem001","8","22","10"
"23","ANA201505050","ANA",20150505,5,31,8,0,0,2,5,0,0,0,4,1,4,0,0,1,0,6,4,4,4,3,0,27,6,0,0,0,0,"paxtj001","7","21","4"
"24","ANA201505050","SEA",20150505,4,35,9,4,0,0,4,0,1,1,2,1,6,0,0,0,0,8,3,5,5,1,0,24,6,0,0,1,0,"richg002","7","21","5"
"25","ANA201505060","ANA",20150506,4,31,7,2,1,1,4,0,0,0,2,0,5,0,0,1,0,4,3,3,3,0,0,27,11,1,0,1,0,"eliar001","7","21","5"
"26","ANA201505060","SEA",20150506,3,34,9,1,0,1,3,0,1,1,1,0,6,1,1,1,0,7,4,4,4,0,0,25,13,0,0,1,0,"wilsc004","7","21","4"
"27","ANA201505070","ANA",20150507,2,30,7,2,0,1,2,1,0,1,1,0,8,0,0,1,0,4,5,3,3,1,2,27,10,1,0,1,0,"mchuc001","8","22","7"
"28","ANA201505070","HOU",20150507,3,33,6,0,0,0,3,0,0,0,5,1,8,3,0,1,0,8,4,2,2,0,0,27,8,0,0,2,0,"santh001","7","19","5"
"29","ANA201505080","ANA",20150508,2,28,7,0,0,0,2,0,1,1,0,0,3,1,0,2,0,4,1,0,0,0,0,27,7,1,0,0,0,"carmf001","8","23","3"
"30","ANA201505080","HOU",20150508,0,32,6,0,0,0,0,0,0,0,0,0,6,0,2,0,0,5,2,2,2,0,0,24,14,1,0,2,0,"weavj003","9","27","6"
"31","ANA201505090","ANA",20150509,5,36,10,2,0,1,5,0,0,0,3,1,9,0,0,1,0,7,5,6,6,0,0,27,10,0,0,0,0,"keucd001","7","20","7"
"32","ANA201505090","HOU",20150509,6,32,6,1,0,3,6,0,0,0,5,0,13,0,1,0,0,4,3,5,5,0,0,27,13,0,0,1,0,"shoem001","3","9","4"
"33","ANA201505100","ANA",20150510,3,28,6,1,0,0,2,0,1,0,2,0,6,0,1,0,0,4,4,1,1,0,0,27,8,0,1,0,0,"felds001","7","21","5"
"34","ANA201505100","HOU",20150510,1,28,1,0,0,0,1,0,0,1,4,0,11,0,0,0,0,5,2,3,3,2,0,24,11,1,0,0,0,"richg002","7","20","10"
"35","ANA201505120","ANA",20150512,5,34,10,4,0,0,5,0,0,1,1,0,7,1,0,0,0,7,2,2,2,0,0,27,8,0,1,0,0,"kendk001","7","21","5"
"36","ANA201505120","COL",20150512,2,29,5,2,0,0,2,1,1,1,1,0,8,0,1,0,0,4,3,5,5,0,0,24,10,0,0,0,0,"wilsc004","8","24","6"
"37","ANA201505130","ANA",20150513,2,35,8,2,0,0,2,1,1,0,2,1,8,0,0,0,0,6,6,1,1,2,0,33,7,0,0,1,0,"lylej001","1","3","0"
"38","ANA201505130","COL",20150513,1,42,10,1,0,0,1,0,0,0,0,0,14,0,0,0,0,8,6,2,2,0,0,31,12,0,0,0,0,"santh001","6","18","8"
"39","ANA201505250","ANA",20150525,4,36,12,3,0,0,3,0,0,0,3,2,11,3,1,1,0,9,4,3,3,0,0,27,7,0,0,0,0,"rosst001","6","18","7"
"40","ANA201505250","SDN",20150525,3,34,9,1,0,0,3,0,0,0,2,0,10,1,1,0,0,6,5,3,3,1,0,26,8,0,1,1,0,"weavj003","7","20","7"
"41","ANA201505260","ANA",20150526,0,34,5,0,0,0,0,0,0,1,2,0,9,1,0,1,0,7,6,4,4,1,0,30,7,1,0,0,0,"despo001","6","18","5"
"42","ANA201505260","SDN",20150526,4,37,9,1,0,0,4,2,0,0,4,1,10,0,0,0,0,9,6,0,0,2,0,30,7,1,0,1,0,"shoem001","7","21","6"
"43","ANA201505270","ANA",20150527,4,34,11,3,0,1,4,0,1,0,1,0,7,1,0,2,0,5,4,3,3,1,0,27,13,3,0,0,0,"casha001","7","21","6"
"44","ANA201505270","SDN",20150527,5,35,8,2,0,1,5,1,0,1,3,1,11,1,0,0,0,8,3,4,4,0,0,27,10,0,0,2,0,"richg002","7","20","6"
"45","ANA201505280","ANA",20150528,12,34,13,3,1,3,11,1,0,0,4,1,2,0,0,1,0,3,3,2,2,0,0,27,8,0,0,1,0,"farmb001","6","15","1"
"46","ANA201505280","DET",20150528,2,31,5,1,0,0,2,0,0,1,5,0,11,0,0,1,0,8,4,12,12,1,0,24,18,0,0,1,0,"wilsc004","6","18","7"
"47","ANA201505290","ANA",20150529,2,30,7,2,0,1,2,0,0,0,2,0,9,0,1,1,0,6,3,0,0,0,0,27,6,0,0,0,0,"sanca004","7","21","9"
"48","ANA201505290","DET",20150529,0,30,4,0,0,0,0,0,0,0,4,1,9,2,1,0,0,7,2,2,2,0,0,24,8,1,0,1,0,"santh001","8","22","7"
"49","ANA201505300","ANA",20150530,8,33,9,2,0,5,8,0,0,0,3,1,6,0,0,0,0,4,5,6,6,0,0,27,11,1,0,1,0,"grees005","2","5","1"
"50","ANA201505300","DET",20150530,6,37,13,4,0,2,6,0,1,1,0,0,4,1,0,1,0,6,4,8,8,0,0,24,10,0,0,0,0,"weavj003","7","19","3"
"51","ANA201505310","ANA",20150531,4,32,8,1,0,0,4,1,0,0,4,1,6,0,0,0,0,9,5,1,1,0,0,27,10,1,1,0,0,"pricd001","8","23","6"
"52","ANA201505310","DET",20150531,2,29,5,1,0,0,1,1,1,0,6,1,7,0,1,0,0,8,2,2,2,0,0,24,4,1,0,0,0,"shoem001","6","16","5"
"53","ANA201506010","ANA",20150601,7,34,11,0,0,4,7,1,0,0,5,1,6,1,1,0,0,9,5,3,3,0,0,27,10,0,0,1,0,"coloa001","6","18","5"
"54","ANA201506010","TBA",20150601,3,32,6,1,0,1,3,0,0,0,3,0,6,0,0,1,0,5,3,7,7,0,0,24,8,1,0,0,0,"richg002","7","18","4"
"55","ANA201506020","ANA",20150602,1,33,6,1,0,1,1,0,0,0,1,0,15,0,0,0,0,6,3,6,6,0,0,27,11,0,0,1,0,"archc001","8","24","15"
"56","ANA201506020","TBA",20150602,6,32,6,0,0,1,6,0,0,1,4,0,10,1,0,1,0,4,2,1,1,1,0,27,5,1,1,1,0,"wilsc004","6","18","7"
"57","ANA201506030","ANA",20150603,5,34,11,2,0,2,5,2,1,0,6,1,9,0,1,1,0,8,5,6,6,0,0,30,10,0,0,0,0,"karnn001","5","15","3"
"58","ANA201506030","TBA",20150603,6,37,8,0,0,3,6,0,0,2,2,0,7,2,1,0,0,5,7,5,5,2,0,30,14,0,0,1,0,"santh001","6","15","3"
"59","ANA201506120","ANA",20150612,5,30,9,2,0,2,5,0,0,0,3,0,3,0,1,2,0,4,5,4,4,1,0,27,5,0,0,0,0,"chavj001","7","21","3"
"60","ANA201506120","OAK",20150612,4,37,10,1,0,3,4,0,0,0,2,0,9,2,0,0,0,8,3,5,5,0,0,24,11,1,0,3,0,"santh001","6","17","6"
"61","ANA201506130","ANA",20150613,1,30,8,0,0,1,1,0,0,0,0,0,7,0,2,0,0,5,3,0,0,0,0,27,13,1,0,2,0,"gravk001","8","24","7"
"62","ANA201506130","OAK",20150613,0,28,2,1,0,0,0,0,0,0,4,0,10,0,0,1,0,5,1,1,1,0,0,24,13,0,0,1,0,"wilsc004","7","21","8"
"63","ANA201506140","ANA",20150614,1,34,5,0,0,0,1,0,0,1,1,0,10,0,0,0,0,8,5,6,6,0,0,27,6,3,0,0,0,"grays001","8","23","9"
"64","ANA201506140","OAK",20150614,8,42,12,4,0,0,6,0,0,1,1,1,9,2,0,0,0,9,3,0,0,1,0,27,8,2,1,0,0,"shoem001","6","17","5"
"65","ANA201506150","ANA",20150615,3,29,4,1,0,0,2,0,0,0,4,0,3,0,0,2,0,3,3,6,6,0,0,27,6,2,0,0,0,"ray-r002","7","21","3"
"66","ANA201506150","ARI",20150615,7,35,11,3,0,2,6,1,1,0,4,1,7,1,0,0,0,7,4,0,0,1,0,27,10,1,0,2,0,"weavj003","7","21","4"
"67","ANA201506160","ANA",20150616,4,32,8,0,0,2,4,0,0,0,2,0,7,0,0,0,0,6,3,0,0,0,0,27,13,1,2,1,0,"hellj001","6","18","6"
"68","ANA201506160","ARI",20150616,1,31,5,0,0,0,1,0,1,0,3,0,6,0,0,1,0,7,3,4,4,1,0,24,6,0,0,0,0,"richg002","7","21","4"
"69","ANA201506220","ANA",20150622,4,31,7,0,0,2,4,1,0,1,5,0,8,1,0,0,0,10,4,3,3,0,0,27,7,0,0,0,0,"oberb001","6","17","5"
"70","ANA201506220","HOU",20150622,3,32,5,2,0,1,3,0,0,0,2,0,6,0,0,0,0,4,5,4,4,2,0,24,12,2,0,0,0,"santh001","6","18","4"
"71","ANA201506230","ANA",20150623,3,37,11,2,0,0,3,0,0,0,1,1,6,0,0,1,0,8,5,11,11,2,1,27,9,2,0,0,0,"mchuc001","8","24","6"
"72","ANA201506230","HOU",20150623,13,43,16,4,0,3,11,0,1,1,4,1,8,0,0,0,0,9,2,3,3,0,0,27,9,0,0,1,0,"wilsc004","4","10","3"
"73","ANA201506240","ANA",20150624,2,45,9,1,0,0,2,1,1,1,6,0,12,0,0,0,0,14,6,1,1,0,0,39,14,1,0,1,0,"mccul002","6","18","6"
"74","ANA201506240","HOU",20150624,1,43,7,1,0,0,1,0,0,0,3,1,12,1,1,1,0,6,8,2,2,0,0,38,10,0,0,0,0,"heana001","6","18","5"
"75","ANA201506260","ANA",20150626,1,33,9,1,0,1,1,1,0,1,1,0,9,0,0,1,0,8,4,3,3,0,0,27,20,0,0,3,0,"walkt004","7","21","6"
"76","ANA201506260","SEA",20150626,3,32,9,4,0,1,3,1,0,0,3,1,3,0,0,3,0,6,4,1,1,0,0,27,7,0,0,1,0,"shoem001","7","18","2"
"77","ANA201506270","ANA",20150627,4,29,6,2,0,1,4,0,0,0,3,1,8,0,0,0,0,4,3,2,2,2,0,27,14,1,0,2,0,"happj001","7","21","6"
"78","ANA201506270","SEA",20150627,2,34,8,1,0,1,1,0,0,0,2,0,7,0,0,1,0,7,2,4,4,0,0,24,7,0,0,0,0,"richg002","8","23","6"
"79","ANA201506280","ANA",20150628,3,32,7,1,0,0,2,2,0,1,5,2,9,0,0,3,0,8,4,2,2,0,0,30,9,0,0,0,0,"hernf002","6","18","8"
"80","ANA201506280","SEA",20150628,2,34,5,1,0,1,2,0,0,0,2,0,7,0,1,0,0,4,7,3,3,3,0,29,14,1,0,3,0,"santh001","7","21","6"
"81","ANA201506290","ANA",20150629,4,30,6,2,0,2,4,0,0,0,2,0,6,1,0,0,0,4,4,1,1,0,0,27,10,0,0,2,0,"sabac001","8","22","5"
"82","ANA201506290","NYA",20150629,1,32,8,2,0,0,1,0,0,1,4,0,6,0,0,2,0,9,2,4,4,0,0,24,9,0,1,0,0,"wilsc004","6","18","5"
"83","ANA201506300","ANA",20150630,2,31,9,2,0,2,2,1,0,0,3,0,9,0,1,0,0,9,3,1,1,1,0,27,12,1,0,3,0,"novai001","6","16","7"
"84","ANA201506300","NYA",20150630,1,28,2,0,0,1,1,0,0,0,2,0,9,0,0,3,0,2,2,2,2,0,0,24,8,0,0,0,0,"heana001","7","21","7"
"85","ANA201507010","ANA",20150701,1,31,6,0,0,1,1,0,0,0,5,0,7,1,0,2,0,8,4,3,3,0,0,27,9,0,0,1,0,"eovan001","6","16","3"
"86","ANA201507010","NYA",20150701,3,36,12,2,0,1,3,2,0,0,2,0,6,0,0,1,0,10,4,1,1,1,0,27,16,0,0,2,0,"shoem001","6","17","3"
"87","ANA201507170","ANA",20150717,1,28,2,1,0,1,1,0,0,0,2,0,7,0,0,0,0,3,2,0,0,1,0,27,8,0,1,1,0,"milew001","8","21","6"
"88","ANA201507170","BOS",20150717,0,31,5,1,0,0,0,0,0,0,3,0,5,0,0,1,0,7,3,1,1,0,0,26,9,0,0,0,0,"wilsc004","8","24","4"
"89","ANA201507180","ANA",20150718,3,29,5,1,0,2,2,0,0,1,3,0,9,0,0,1,0,6,1,0,0,0,0,27,11,0,0,0,0,"porcr001","5","15","5"
"90","ANA201507180","BOS",20150718,0,29,2,1,0,0,0,0,0,0,1,0,6,0,0,0,0,3,2,2,2,1,0,24,10,1,0,1,0,"richg002","9","27","6"
"91","ANA201507201","ANA",20150720,11,34,11,1,0,3,11,0,0,0,6,0,5,0,0,1,0,5,3,1,1,0,0,27,7,0,0,1,0,"rodre004","2","5","0"
"92","ANA201507201","BOS",20150720,1,35,9,0,0,0,1,0,0,0,2,0,14,0,0,1,0,9,4,7,7,0,0,24,5,1,0,2,0,"santh001","6","15","10"
"93","ANA201507202","ANA",20150720,7,31,8,1,0,3,7,1,0,1,3,0,5,0,0,0,0,5,3,3,3,0,0,27,7,0,0,0,0,"wrigs001","5","15","3"
"94","ANA201507202","BOS",20150720,3,32,6,1,0,1,3,0,1,0,2,0,5,0,0,0,0,5,4,7,7,0,0,24,8,0,2,0,0,"heana001","7","21","4"
"95","ANA201507210","ANA",20150721,7,33,13,0,0,1,7,0,2,0,2,0,8,0,0,0,0,6,3,0,0,1,0,27,7,0,0,1,0,"gibsk002","6","15","6"
"96","ANA201507210","MIN",20150721,0,28,2,0,0,0,0,0,0,0,3,0,13,0,0,1,0,4,3,6,6,0,0,24,8,1,0,1,0,"shoem001","6","18","10"
"97","ANA201507220","ANA",20150722,5,33,12,1,1,1,4,0,0,1,2,1,3,0,0,2,0,7,5,2,2,0,0,27,10,1,0,1,0,"pelfm001","6","18","1"
"98","ANA201507220","MIN",20150722,2,36,9,1,0,0,2,0,0,0,5,0,7,2,0,1,0,12,2,3,3,0,0,24,11,1,0,3,0,"wilsc004","5","15","5"
"99","ANA201507230","ANA",20150723,0,31,4,0,0,0,0,0,0,1,0,0,7,0,0,0,0,5,2,3,3,0,0,27,16,0,0,1,0,"sante001","8","24","7"
"100","ANA201507230","MIN",20150723,3,29,5,1,0,1,3,1,0,0,3,1,7,1,0,1,0,3,2,0,0,0,0,27,4,0,0,0,0,"richg002","8","24","5"
"101","ANA201507240","ANA",20150724,2,33,6,0,0,1,2,0,0,0,1,0,11,0,0,0,0,5,4,4,4,0,0,27,11,1,0,0,0,"lewic001","8","23","9"
"102","ANA201507240","TEX",20150724,4,32,8,3,0,0,3,2,0,0,1,0,6,0,0,0,0,4,3,2,2,0,0,27,5,0,0,0,0,"tropn001","7","18","4"
"103","ANA201507250","ANA",20150725,6,36,11,3,1,0,6,0,0,0,5,0,8,1,1,1,0,8,7,6,6,1,0,27,7,1,0,0,0,"gally001","5","12","3"
"104","ANA201507250","TEX",20150725,7,37,9,3,0,1,6,0,0,1,4,0,8,0,0,0,0,8,5,6,6,2,0,27,13,0,0,1,0,"santh001","5","15","4"
"105","ANA201507260","ANA",20150726,13,39,15,3,0,3,12,1,1,0,4,0,9,1,0,0,0,8,5,5,5,0,0,27,9,0,1,0,0,"martn002","6","15","5"
"106","ANA201507260","TEX",20150726,7,39,12,3,0,1,7,0,0,2,2,0,7,0,0,0,0,9,6,11,11,0,0,24,7,3,0,0,0,"heana001","6","18","4"
"107","ANA201508030","ANA",20150803,5,35,11,1,0,1,5,0,0,1,1,0,5,0,0,0,0,8,4,4,4,0,0,27,9,0,0,0,0,"klubc001","6","17","4"
"108","ANA201508030","CLE",20150803,4,33,7,0,0,1,4,1,0,0,3,0,14,1,0,0,0,6,4,5,5,0,0,24,8,0,0,0,0,"richg002","8","22","11"
"109","ANA201508040","ANA",20150804,0,36,2,0,0,0,0,1,0,1,1,0,9,0,1,0,0,3,6,2,2,0,0,36,13,0,0,1,0,"carrc003","9","27","7"
"110","ANA201508040","CLE",20150804,2,43,10,2,0,1,2,0,0,0,3,1,13,1,1,1,0,8,4,0,0,0,0,36,17,0,0,0,0,"shoem001","6","18","10"
"111","ANA201508050","ANA",20150805,4,31,5,0,0,1,3,0,0,0,4,0,9,0,0,0,0,5,4,3,3,0,0,27,8,0,0,0,0,"salad001","6","18","7"
"112","ANA201508050","CLE",20150805,3,30,5,1,0,2,3,1,0,0,4,1,8,0,0,0,0,5,5,4,4,2,0,26,7,0,0,0,0,"santh001","7","18","7"
"113","ANA201508070","ANA",20150807,8,36,13,2,0,2,8,0,0,0,4,0,5,0,0,0,0,8,5,4,4,0,0,27,10,1,0,0,0,"gausk001","6","17","4"
"114","ANA201508070","BAL",20150807,4,37,12,2,0,2,4,0,0,0,1,0,5,0,0,0,0,7,5,8,8,0,0,24,7,0,0,0,0,"heana001","6","17","2"
"115","ANA201508080","ANA",20150808,0,31,5,1,0,0,0,0,0,2,1,0,6,0,0,1,0,7,3,5,5,2,0,27,16,1,0,1,0,"jimeu001","8","24","6"
"116","ANA201508080","BAL",20150808,5,34,11,4,0,2,5,0,2,0,2,0,9,1,1,1,0,6,2,0,0,0,0,27,11,1,0,2,0,"richg002","6","18","7"
"117","ANA201508090","ANA",20150809,5,44,12,4,0,2,5,0,0,0,6,3,13,2,0,1,0,13,5,4,4,1,0,33,16,0,0,2,0,"gonzm003","5","14","6"
"118","ANA201508090","BAL",20150809,4,40,9,1,0,2,4,0,0,1,1,0,12,0,0,2,0,5,6,5,5,2,0,32,8,0,0,1,0,"weavj003","5","15","7"
"119","ANA201508170","ANA",20150817,2,25,4,0,0,2,2,1,0,0,3,0,5,0,1,1,0,3,4,1,1,0,0,27,8,1,0,1,0,"rodoc001","8","24","5"
"120","ANA201508170","CHA",20150817,1,32,6,1,0,0,0,0,0,3,1,0,8,0,0,1,0,8,1,2,2,0,0,24,11,0,0,1,0,"heana001","6","18","4"
"121","ANA201508180","ANA",20150818,5,30,5,2,0,2,4,0,0,1,1,0,3,0,0,0,0,3,3,2,2,0,0,27,20,1,0,3,0,"dankj001","7","21","3"
"122","ANA201508180","CHA",20150818,3,32,8,1,0,0,3,0,0,0,0,0,4,1,0,3,0,2,2,4,4,0,0,24,13,1,0,0,0,"richg002","8","21","4"
"123","ANA201508190","ANA",20150819,1,32,8,1,0,1,1,0,0,0,2,0,7,2,0,0,0,9,3,0,0,0,0,27,12,0,0,1,0,"samaj001","7","21","7"
"124","ANA201508190","CHA",20150819,0,31,7,1,0,0,0,1,0,0,1,0,6,1,1,1,0,6,2,1,1,1,0,24,6,0,0,0,0,"weavj003","7","19","5"
"125","ANA201508200","ANA",20150820,2,33,8,1,0,0,2,0,0,0,3,0,4,0,0,1,0,7,4,8,8,0,0,27,8,0,0,1,0,"quinj001","6","18","3"
"126","ANA201508200","CHA",20150820,8,36,12,4,0,1,8,1,1,0,3,1,10,1,0,1,0,6,4,2,2,0,0,27,16,0,0,1,0,"tropn001","5","13","3"
"127","ANA201508210","ANA",20150821,2,33,6,2,0,1,2,0,0,0,1,0,12,0,0,0,0,5,5,7,7,1,0,27,10,3,0,0,0,"pricd001","8","24","9"
"128","ANA201508210","TOR",20150821,9,38,11,5,0,1,7,1,1,1,4,0,7,0,0,0,0,9,2,2,2,0,0,27,5,0,0,0,0,"santh001","4","11","4"
"129","ANA201508220","ANA",20150822,3,33,7,1,0,2,3,0,0,0,0,0,5,0,1,0,1,4,6,14,14,0,0,27,11,1,1,2,0,"estrm001","6","17","4"
"130","ANA201508220","TOR",20150822,15,42,20,3,1,2,15,1,2,0,4,0,7,0,0,1,0,7,5,3,3,0,0,27,8,2,0,0,0,"heana001","4","10","3"
"131","ANA201508230","ANA",20150823,5,33,12,2,1,0,5,0,2,1,1,0,5,0,0,3,0,5,5,10,10,1,0,27,13,2,0,2,0,"dickr001","6","18","1"
"132","ANA201508230","TOR",20150823,12,42,17,3,0,2,9,0,2,0,4,0,7,0,0,2,0,9,4,5,5,0,0,27,15,0,0,3,0,"richg002","6","15","4"
"133","ANA201509040","ANA",20150904,5,30,7,2,1,0,5,0,0,0,6,0,5,0,0,1,0,7,4,2,2,0,0,27,10,0,0,4,0,"perem004","6","18","3"
"134","ANA201509040","TEX",20150904,2,29,7,2,1,0,2,0,1,1,8,1,2,0,0,2,0,10,3,5,5,0,0,24,16,0,0,1,0,"richg002","7","18","1"
"135","ANA201509050","ANA",20150905,1,29,3,0,1,0,1,0,0,0,2,0,7,0,1,0,0,3,5,2,2,0,0,27,10,0,0,0,0,"holld003","8","24","5"
"136","ANA201509050","TEX",20150905,2,32,6,1,0,0,2,0,1,2,4,1,7,2,0,0,0,10,2,1,1,0,0,27,14,0,0,0,0,"weavj003","6","18","3"
"137","ANA201509060","ANA",20150906,7,30,11,3,0,1,5,0,2,1,4,1,8,0,1,1,0,6,4,0,0,0,0,27,6,0,0,2,0,"lewic001","6","15","5"
"138","ANA201509060","TEX",20150906,0,27,2,1,0,0,0,0,0,0,6,0,6,1,0,1,0,6,4,6,6,1,0,24,10,1,0,3,0,"santh001","6","18","3"
"139","ANA201509070","ANA",20150907,5,38,11,1,0,2,4,0,0,0,2,0,11,1,0,0,0,8,9,7,7,0,0,27,7,0,0,0,0,"greiz001","6","18","5"
"140","ANA201509070","LAN",20150907,7,41,16,5,0,0,7,1,1,1,5,1,13,1,0,0,0,15,7,5,5,1,0,27,10,0,0,0,0,"tropn001","5","13","5"
"141","ANA201509080","ANA",20150908,4,33,6,2,0,1,3,0,0,0,4,0,9,0,0,2,0,6,5,5,5,1,0,27,8,1,0,0,0,"kersc001","7","21","8"
"142","ANA201509080","LAN",20150908,6,34,7,2,0,1,5,0,1,1,5,1,9,2,0,0,0,8,4,3,3,0,1,27,10,2,0,2,0,"heana001","6","15","6"
"143","ANA201509090","ANA",20150909,3,29,7,3,1,0,3,0,1,1,1,0,4,0,0,1,0,5,3,2,2,0,0,27,9,0,0,1,0,"wielj001","4","12","2"
"144","ANA201509090","LAN",20150909,2,28,4,2,0,1,2,1,0,1,3,0,12,1,0,1,0,4,5,3,3,0,0,24,9,1,0,1,0,"richg002","8","23","11"
"145","ANA201509110","ANA",20150911,3,29,6,1,0,0,2,0,0,0,3,0,7,0,0,1,0,5,4,2,2,0,0,27,8,0,0,1,0,"keucd001","6","18","7"
"146","ANA201509110","HOU",20150911,2,30,5,1,0,1,2,0,0,1,2,0,11,2,1,1,0,4,3,0,0,2,0,24,10,1,0,1,0,"weavj003","6","18","7"
"147","ANA201509120","ANA",20150912,3,33,9,3,0,1,3,0,0,0,3,0,2,0,0,1,0,9,3,2,2,0,0,27,7,0,0,0,0,"mccul002","5","15","1"
"148","ANA201509120","HOU",20150912,2,32,6,1,0,2,2,0,0,0,2,0,6,0,1,0,0,5,3,3,3,0,0,24,8,1,0,1,0,"santh001","7","21","3"
"149","ANA201509130","ANA",20150913,3,33,6,1,0,3,3,0,0,0,0,0,10,0,0,0,0,3,7,5,5,0,0,27,6,0,0,0,0,"fierm001","7","21","8"
"150","ANA201509130","HOU",20150913,5,38,12,1,1,2,5,0,0,2,3,0,10,0,1,0,0,11,4,3,3,0,0,27,7,0,0,0,0,"heana001","5","15","4"
"151","ANA201509250","ANA",20150925,8,37,14,6,1,2,8,0,0,1,1,0,7,0,0,1,0,7,5,4,4,0,0,27,14,1,0,1,0,"nunov001","5","13","4"
"152","ANA201509250","SEA",20150925,4,35,9,0,0,1,4,0,0,1,4,0,9,1,0,1,0,9,5,8,8,0,0,24,11,0,0,1,0,"richg002","7","21","8"
"153","ANA201509260","ANA",20150926,3,30,9,0,1,2,3,0,1,0,2,0,10,0,1,0,1,7,6,2,2,0,0,27,15,0,0,1,0,"hernf002","6","18","6"
"154","ANA201509260","SEA",20150926,2,32,6,1,0,1,2,0,0,0,3,1,7,1,0,1,0,6,3,3,3,2,0,24,9,1,0,0,0,"heana001","6","18","5"
