"","Date","Team","Score","AtB","1B","2B","3B","Hr","RBI","SH","SF","HP","W","IW","SO","SB","CS","GDP","AFCI","LB","PU","IER","TER","WP","B","PO","A","E","PB","DP","TP"
"1318",20130708,"BOS",4,36,10,2,0,0,3,0,0,2,2,0,7,0,0,1,0,9,3,11,11,1,0,24,4,1,0,0,0
"1319",20130708,"MIN",4,33,10,3,1,1,4,0,1,1,3,1,4,1,0,1,0,7,4,7,7,1,0,24,11,1,0,2,0
"1320",20130708,"LAN",6,42,17,1,0,0,6,1,0,0,1,0,7,0,0,0,0,11,3,1,1,0,0,27,8,0,0,1,0
"1321",20130708,"ATL",7,50,9,3,1,0,6,0,1,0,4,1,9,0,0,1,0,6,7,1,1,1,0,42,15,0,0,1,0
"1322",20130708,"CIN",3,36,11,0,0,1,3,0,0,1,2,0,3,0,0,2,0,9,3,4,4,1,1,24,10,1,0,2,0
"1323",20130708,"WAS",2,30,6,1,0,0,2,0,2,0,2,0,4,0,1,0,0,5,3,3,3,1,0,24,8,1,0,0,0
"1324",20130708,"OAK",2,28,3,1,0,0,2,0,1,0,3,0,5,0,0,1,0,3,3,1,1,0,0,27,10,1,1,0,0
"1325",20130708,"COL",4,33,9,1,0,0,4,1,1,0,4,0,8,1,0,2,0,8,4,2,2,0,0,27,11,0,0,0,0
"1326",20130708,"NYN",4,55,9,1,2,0,2,0,0,0,4,1,19,2,1,1,0,7,7,3,3,1,0,48,17,0,0,0,0
"1327",20130709,"TEX",8,36,14,2,0,2,8,0,0,0,5,1,2,0,1,3,0,6,4,2,2,0,0,27,11,3,0,2,0
"1328",20130709,"TOR",0,33,8,3,0,0,0,0,0,0,3,0,6,2,0,1,0,9,2,3,3,0,0,24,9,0,0,0,0
"1329",20130709,"CHA",11,49,23,0,1,3,11,0,0,0,2,0,6,2,0,0,0,13,2,4,4,0,0,27,6,0,2,0,0
"1330",20130709,"KCA",3,34,7,2,0,2,3,0,0,0,2,1,6,0,0,0,0,6,3,1,1,0,0,27,9,0,0,2,0
"1331",20130709,"BOS",11,42,16,3,0,5,11,0,1,1,4,1,12,1,0,1,0,10,6,8,8,0,0,27,11,0,0,1,0
"1332",20130709,"MIN",1,30,5,1,0,0,1,0,1,2,0,0,7,0,0,1,0,5,4,4,4,1,0,24,11,0,0,1,0
"1333",20130709,"LAN",6,34,10,1,0,0,5,1,1,1,3,0,5,1,0,1,0,7,3,1,1,0,0,27,10,1,0,1,0
"1334",20130709,"ANA",2,31,6,2,0,1,2,0,0,0,3,0,8,0,0,1,0,5,4,7,7,0,0,24,11,0,0,1,0
"1335",20130709,"ATL",6,34,11,3,0,1,5,0,2,0,6,1,8,0,0,1,0,9,3,1,1,0,0,27,11,1,0,0,0
"1336",20130709,"CIN",0,25,3,0,1,0,0,1,0,1,4,0,6,0,0,1,0,4,2,2,2,0,0,24,5,0,0,0,0
"1337",20130709,"WAS",2,32,7,1,0,1,2,1,0,2,2,0,5,0,0,1,0,8,3,3,3,0,0,24,17,2,0,3,0
"1338",20130709,"OAK",2,30,5,1,0,1,2,0,0,0,3,0,6,0,0,2,0,4,4,1,1,0,0,27,14,0,0,1,0
"1339",20130709,"COL",1,31,4,1,0,0,1,0,0,0,3,0,5,1,0,0,0,6,3,2,2,0,0,24,9,0,0,1,0
"1340",20130709,"NYN",10,36,12,2,0,2,10,0,1,0,8,1,8,0,1,1,0,8,3,5,5,0,0,27,14,2,0,1,0
"1341",20130709,"HOU",5,35,8,1,0,0,5,0,0,1,4,0,12,0,0,0,0,8,2,9,9,0,0,24,10,0,0,3,0
"1342",20130710,"TEX",1,30,4,1,0,0,1,0,0,0,3,0,5,0,0,1,0,5,3,6,6,2,0,24,11,0,0,0,0
"1343",20130710,"TOR",5,30,6,2,0,0,4,0,0,1,7,0,8,0,0,2,0,6,6,3,3,0,0,27,11,1,0,2,0
"1344",20130710,"CHA",5,34,9,2,0,2,5,0,1,0,3,0,9,0,0,1,0,6,4,8,8,0,0,24,12,0,0,1,0
"1345",20130710,"KCA",1,33,6,1,0,0,1,0,0,0,2,0,6,0,0,0,0,7,3,8,8,1,0,24,5,0,0,0,0
"1346",20130710,"BOS",11,36,12,2,0,1,9,0,3,2,7,0,4,0,0,1,0,10,2,4,4,0,0,27,8,0,0,0,0
"1347",20130710,"MIN",3,50,12,2,0,1,3,0,0,0,1,0,19,0,0,1,0,9,7,4,4,0,0,38,12,1,0,1,0
"1348",20130710,"LAN",7,54,15,1,0,3,7,1,1,0,6,0,6,0,0,1,0,13,7,5,5,1,0,42,15,1,0,2,0
"1349",20130710,"ANA",13,39,15,5,1,5,13,0,1,0,7,0,6,1,0,2,0,7,3,2,2,0,0,27,7,0,0,1,0
"1350",20130710,"ATL",2,32,6,3,0,0,2,0,0,0,3,0,9,0,0,0,0,6,4,6,6,0,0,24,15,1,0,1,0
"1351",20130710,"CIN",6,32,9,2,0,0,6,1,1,1,6,0,3,0,0,2,0,8,2,2,2,0,0,27,17,0,0,1,0
"1352",20130710,"WAS",5,38,11,3,0,4,5,0,0,0,2,1,9,0,0,2,0,8,3,1,1,0,0,27,11,1,0,2,0
"1353",20130710,"OAK",0,31,5,0,0,0,0,0,0,0,1,0,8,0,0,0,0,5,6,5,5,0,0,24,7,1,0,0,0
"1354",20130710,"COL",5,37,13,1,1,0,4,1,1,0,5,0,7,1,1,0,0,12,5,4,4,0,0,27,10,1,0,0,0
"1355",20130710,"NYN",7,35,8,3,0,1,7,1,0,0,6,1,10,1,0,0,0,8,3,2,2,1,0,27,10,0,0,0,0
"1356",20130710,"HOU",4,37,10,1,0,1,4,0,0,0,6,0,11,0,0,2,0,12,4,5,5,1,0,24,14,0,0,1,0
"1357",20130711,"TEX",1,32,7,0,0,1,1,0,0,0,2,0,5,0,0,2,0,6,3,3,3,0,0,24,7,0,0,2,0
"1358",20130711,"TOR",2,31,5,2,0,0,2,1,0,0,2,0,10,1,0,0,0,5,3,3,3,0,0,24,11,2,0,0,0
"1359",20130711,"CHA",6,37,11,2,0,2,6,0,0,1,7,1,8,0,1,1,0,12,4,3,3,0,0,27,9,0,0,2,0
"1360",20130711,"KCA",4,37,10,1,0,0,4,0,1,1,1,0,6,0,0,0,0,9,4,8,8,2,0,24,11,0,0,0,0
"1361",20130711,"BOS",8,38,10,1,0,1,8,1,1,1,7,1,13,0,0,0,0,10,3,4,4,2,0,30,7,2,0,2,0
"1362",20130711,"MIN",3,31,4,1,0,0,3,0,0,0,3,0,13,0,0,0,0,4,3,4,4,0,0,24,4,0,0,1,0
"1363",20130711,"MIL",3,35,9,2,0,2,3,0,0,1,0,0,5,0,1,0,0,6,3,5,5,1,0,24,12,0,0,0,0
"1364",20130711,"CIN",5,33,11,2,0,0,4,1,1,0,3,1,9,1,0,2,0,6,3,6,6,0,0,24,9,0,0,0,0
"1365",20130711,"SLN",0,32,4,2,0,0,0,0,0,0,2,0,8,0,0,0,0,7,2,3,3,1,0,24,11,0,0,2,0
"1366",20130711,"COL",1,33,7,0,0,1,1,0,0,0,0,0,11,0,0,1,0,5,4,5,5,0,0,24,11,1,0,3,0
"1367",20130711,"WAS",1,31,5,0,1,0,1,0,1,0,1,0,4,1,0,2,0,5,3,3,3,0,0,24,11,0,0,0,0
"1368",20130711,"SFN",4,38,12,2,0,1,4,1,0,2,2,0,7,1,0,0,0,12,3,2,2,0,0,27,12,0,0,0,0
"1369",20130712,"TOR",5,39,14,2,0,2,5,0,0,0,2,0,7,0,0,1,0,9,3,8,8,0,0,24,12,0,0,0,0
"1370",20130712,"KCA",0,32,5,0,1,0,0,0,0,0,4,0,11,1,0,0,0,9,5,3,3,0,0,24,4,0,0,0,0
"1371",20130712,"TEX",2,37,10,1,0,1,2,0,0,0,2,0,9,1,0,1,0,10,3,7,7,0,0,24,4,0,0,1,0
"1372",20130712,"MIN",0,35,8,2,0,0,0,0,0,0,2,0,12,0,0,0,0,10,5,2,2,0,0,24,16,0,0,0,0
"1373",20130712,"BOS",4,32,6,0,1,0,4,1,0,2,1,0,4,1,0,0,0,5,3,2,2,0,0,27,11,1,0,1,0
"1374",20130712,"ANA",3,35,9,3,1,0,3,0,0,0,2,0,7,0,1,0,0,7,3,8,8,1,0,24,10,0,0,0,0
"1375",20130712,"HOU",2,32,8,1,0,0,2,0,0,0,0,0,3,0,1,2,0,3,2,0,0,0,0,27,16,1,0,4,0
"1376",20130712,"MIL",1,34,8,3,0,0,0,0,0,1,4,0,14,0,1,0,0,11,4,0,0,0,0,24,8,2,0,0,0
"1377",20130712,"CIN",4,34,10,3,1,0,4,0,1,1,4,0,8,1,1,1,0,9,3,2,2,0,0,27,12,0,1,0,0
"1378",20130712,"SLN",3,34,7,2,2,0,3,0,0,0,3,0,7,0,0,0,0,7,6,2,2,0,0,27,14,0,0,1,0
"1379",20130712,"COL",3,32,7,1,0,0,3,1,1,1,3,0,13,2,0,0,0,8,3,0,0,1,0,27,9,0,0,1,0
"1380",20130712,"WAS",3,32,6,2,0,0,3,1,0,0,7,0,9,1,0,0,0,10,3,8,8,0,0,24,9,0,0,0,0
"1381",20130712,"NYN",2,40,9,2,0,1,2,0,0,0,2,0,9,0,1,1,0,7,6,3,3,0,0,32,14,0,0,0,0
"1382",20130712,"SFN",10,42,17,4,0,0,9,0,1,1,6,0,11,2,0,1,0,13,4,1,1,0,0,27,10,0,0,0,0
"1383",20130713,"TOR",7,35,12,2,0,1,7,0,0,1,3,1,2,0,2,2,0,5,6,3,3,1,0,27,11,0,0,1,0
"1384",20130713,"KCA",3,34,8,0,0,0,3,0,0,0,4,1,9,0,0,1,0,8,2,5,5,2,0,24,8,0,0,1,0
"1385",20130713,"TEX",7,37,12,3,0,2,7,0,1,0,3,0,8,2,0,1,0,7,3,1,1,1,0,27,12,0,0,2,0
"1386",20130713,"MIN",4,32,6,1,0,3,4,0,0,0,2,0,11,0,1,0,0,3,3,1,1,1,0,27,17,0,0,1,0
"1387",20130713,"BOS",0,34,7,1,0,0,0,0,0,0,1,0,4,1,0,1,0,8,2,3,3,0,0,24,7,0,0,2,0
"1388",20130713,"ANA",0,33,7,0,1,0,0,0,0,0,0,0,6,0,0,1,0,6,4,6,6,2,0,24,8,0,0,2,0
"1389",20130713,"HOU",3,31,6,2,0,1,3,0,0,0,1,0,10,0,0,1,0,2,4,4,4,0,0,24,17,0,0,1,0
"1390",20130713,"MIL",4,34,8,0,0,1,3,0,0,0,1,0,10,0,0,1,0,4,3,5,5,0,0,24,10,0,0,0,0
"1391",20130713,"CIN",2,33,7,1,1,0,2,0,0,0,2,0,10,0,1,0,0,6,3,5,5,0,0,24,9,0,0,1,0
"1392",20130713,"SLN",4,38,12,2,0,0,4,0,1,0,5,1,6,0,1,0,0,13,5,6,6,0,0,24,11,1,1,1,0
"1393",20130713,"COL",0,28,2,0,0,0,0,0,0,0,1,0,9,1,1,0,0,2,1,1,1,0,0,24,15,1,0,2,0
"1394",20130713,"WAS",1,32,7,0,0,0,1,2,1,0,5,0,11,1,2,1,0,9,5,1,1,0,0,29,10,1,0,1,0
"1395",20130713,"CHA",5,42,13,4,2,0,4,1,1,0,6,2,9,1,1,1,0,12,6,4,4,0,1,33,17,1,0,2,0
"1396",20130713,"CHA",1,43,8,3,0,0,1,2,1,0,6,1,5,0,1,2,0,12,6,2,2,0,0,38,8,1,0,1,0
"1397",20130713,"NYN",2,35,8,1,0,0,2,0,0,0,4,1,10,3,0,0,0,10,6,2,2,0,0,24,5,1,0,1,0
"1398",20130713,"SFN",9,37,10,3,1,2,9,0,0,0,1,0,13,0,0,0,0,2,1,0,0,1,0,27,6,0,0,0,0
"1399",20130714,"TOR",4,36,9,2,0,0,4,0,0,0,1,0,9,2,0,0,0,6,2,7,7,0,0,24,7,0,0,0,0
"1400",20130714,"KCA",4,35,10,2,0,0,4,0,1,1,3,0,6,2,0,1,0,9,5,6,6,0,0,24,6,0,0,0,0
"1401",20130714,"TEX",0,28,2,1,0,0,0,0,0,1,3,0,6,0,1,0,0,5,4,5,5,0,0,24,6,1,0,1,0
"1402",20130714,"MIN",10,42,14,5,0,1,7,0,0,0,4,0,14,0,0,0,0,9,5,3,3,0,0,27,11,1,0,4,0
"1403",20130714,"BOS",2,40,9,3,0,0,2,0,0,1,3,0,9,1,0,2,0,9,4,3,3,0,0,32,13,1,0,1,0
"1404",20130714,"ANA",3,35,8,3,0,1,3,0,0,0,1,1,8,0,0,0,0,6,5,4,4,0,0,24,6,0,0,0,0
"1405",20130714,"HOU",0,30,5,1,0,0,0,0,0,0,0,0,8,0,0,1,0,3,2,4,4,0,0,24,8,1,0,1,0
"1406",20130714,"MIL",5,34,9,0,0,1,5,2,0,0,2,0,7,0,0,0,0,6,4,1,1,2,0,27,8,0,0,2,0
"1407",20130714,"CIN",8,36,11,4,0,2,8,1,0,1,5,1,6,0,1,0,0,8,5,3,3,0,0,27,7,1,0,0,0
"1408",20130714,"SLN",10,47,21,4,0,1,10,1,0,1,3,0,3,0,0,0,0,15,4,6,6,0,0,27,11,0,0,1,0
"1409",20130714,"COL",3,35,11,1,0,1,3,0,0,1,5,0,7,2,1,1,0,11,4,1,1,0,0,27,6,0,0,0,0
"1410",20130714,"WAS",5,42,14,6,0,0,5,0,0,0,4,0,5,0,0,0,0,11,6,2,2,0,0,30,15,0,0,2,0
"1411",20130714,"CHA",3,37,10,3,0,1,3,0,0,1,0,0,9,2,0,3,0,5,6,4,4,0,0,29,13,0,0,1,0
"1412",20130714,"NYN",4,34,9,1,1,0,4,0,0,0,3,0,6,0,0,2,0,6,4,1,1,0,0,27,7,2,0,0,0
"1413",20130714,"SFN",1,33,7,1,1,0,1,0,0,0,2,0,6,0,0,1,0,7,7,9,9,0,0,24,13,1,0,1,0
"1414",20130719,"OAK",1,33,7,2,0,0,1,0,0,0,4,0,10,1,0,0,0,9,4,4,4,0,0,24,10,1,0,0,0
"1415",20130719,"NYA",2,31,5,3,0,0,1,0,0,0,4,0,6,2,0,1,0,6,4,4,4,1,0,24,9,0,0,1,0
"1416",20130719,"ATL",6,34,9,0,0,2,6,0,0,0,1,0,6,0,0,1,0,2,4,4,4,0,0,27,15,0,0,2,0
"1417",20130719,"SEA",10,38,11,2,0,4,10,0,0,1,8,0,6,1,0,0,0,10,5,7,7,2,0,27,13,0,0,1,0
"1418",20130719,"DET",0,28,2,0,0,0,0,0,0,0,1,0,8,0,1,0,0,2,3,1,1,1,0,24,9,1,0,1,0
"1419",20130719,"CLE",2,29,4,2,0,0,2,0,0,1,4,0,11,0,1,0,0,5,3,1,1,1,0,24,14,2,0,2,0
"1420",20130719,"BAL",3,33,6,2,0,1,3,0,0,0,2,0,7,0,0,0,0,5,3,1,1,0,0,27,9,0,0,0,0
"1421",20130719,"TBA",8,41,14,5,0,4,7,1,0,0,2,1,7,0,0,0,0,9,4,5,5,0,0,27,7,0,0,0,0
"1422",20130719,"PIT",3,34,10,1,0,3,3,0,0,0,4,1,10,1,0,3,0,8,5,5,5,0,0,24,11,1,0,2,0
"1423",20130719,"CHN",3,33,8,3,0,1,3,1,0,0,5,1,8,1,0,0,0,9,3,1,1,0,0,27,15,0,0,2,0
"1424",20130719,"MIA",0,33,6,1,0,0,0,0,0,0,0,0,8,0,0,0,0,6,4,2,2,0,0,24,7,0,0,0,0
"1425",20130719,"PHI",13,42,15,3,1,3,12,1,0,0,3,0,9,0,0,1,0,6,4,8,8,0,0,27,14,0,0,2,0
"1426",20130719,"ARI",0,32,5,0,0,0,0,0,0,0,1,0,9,0,0,0,0,6,3,2,2,0,0,24,8,0,0,0,0
"1427",20130719,"SDN",6,37,13,1,0,0,6,0,0,0,5,0,3,0,0,2,0,9,3,9,9,0,0,24,12,0,0,2,0
"1428",20130719,"LAN",3,33,8,0,0,2,3,1,0,0,1,0,9,0,0,1,0,5,5,2,2,1,0,27,14,0,0,3,0
"1429",20130720,"OAK",0,30,3,1,0,0,0,0,0,0,3,0,10,0,0,0,0,6,2,2,2,0,0,24,5,0,0,1,0
"1430",20130720,"NYA",5,36,12,4,0,0,5,1,1,1,0,0,7,2,1,0,0,7,3,2,2,2,0,27,10,1,0,1,0
"1431",20130720,"ATL",6,35,10,1,0,2,6,0,1,0,1,0,8,0,1,2,0,4,4,10,10,1,0,24,9,1,0,0,0
"1432",20130720,"SEA",4,27,1,1,0,0,3,0,1,0,6,0,15,0,0,0,0,3,3,2,2,0,0,27,14,0,0,1,0
"1433",20130720,"DET",5,38,13,2,0,0,5,1,1,0,3,0,6,0,0,0,0,11,3,5,5,0,0,24,3,2,1,0,0
"1434",20130720,"CLE",2,30,5,0,0,1,2,1,0,1,2,0,4,0,0,0,0,5,5,2,2,1,0,24,6,1,0,0,0
"1435",20130720,"BAL",7,40,17,1,1,1,7,0,0,0,2,0,6,1,0,3,0,8,3,4,4,0,0,27,9,1,0,1,0
"1436",20130720,"TBA",4,36,12,0,0,0,3,0,1,0,4,0,7,0,1,1,0,10,4,2,2,1,1,27,10,1,0,0,0
"1437",20130720,"PIT",4,36,8,3,0,2,3,1,0,1,5,1,9,0,0,0,0,12,3,2,2,0,0,24,5,1,0,1,0
"1438",20130720,"CHN",3,33,8,2,0,1,3,0,0,1,4,0,7,1,1,1,0,8,4,8,8,0,0,24,7,2,0,1,0
"1439",20130720,"MIA",0,31,5,0,0,0,0,0,0,0,3,0,7,0,0,2,0,7,4,6,6,0,0,24,8,0,0,1,0
"1440",20130720,"PHI",4,36,10,2,0,2,4,0,1,1,3,0,9,0,0,1,0,10,5,5,5,0,0,24,9,0,0,0,0
"1441",20130720,"ARI",3,37,9,1,0,0,2,0,0,0,6,0,6,0,0,0,0,13,5,4,4,2,0,24,7,0,0,1,0
"1442",20130720,"SDN",5,34,9,1,0,0,4,1,1,0,5,0,4,0,0,0,0,9,5,3,3,2,0,27,10,0,0,1,0
"1443",20130720,"LAN",3,39,11,4,0,0,3,2,1,0,3,0,13,1,0,0,0,12,7,1,1,0,0,30,14,0,0,0,0
"1444",20130721,"OAK",6,36,9,1,0,1,4,0,0,0,3,1,8,2,0,1,0,6,1,0,0,0,0,27,8,0,0,1,0
"1445",20130721,"NYA",7,44,13,0,0,0,5,0,0,1,7,0,8,3,1,2,0,12,6,8,8,0,0,32,9,1,0,1,0
"1446",20130721,"ATL",1,34,9,0,0,0,1,0,0,1,4,0,7,0,0,1,0,11,1,2,2,1,0,24,4,1,0,0,0
"1447",20130721,"SEA",12,39,13,2,0,1,12,0,1,2,5,0,5,0,0,0,0,8,5,4,4,2,0,27,5,2,0,1,0
"1448",20130721,"DET",4,34,11,2,0,2,4,0,2,0,0,0,9,1,0,2,0,5,4,1,1,0,0,27,15,1,0,2,0
"1449",20130721,"CLE",7,35,9,1,1,1,7,0,1,0,4,0,2,0,0,2,0,6,4,1,1,0,0,27,11,1,0,1,0
"1450",20130721,"BAL",4,37,10,4,0,0,4,1,0,0,4,1,6,0,1,0,0,11,3,2,2,0,0,27,13,0,0,1,0
"1451",20130721,"TBA",4,34,8,1,0,3,4,0,0,2,2,0,10,1,0,1,0,7,3,3,3,0,0,27,9,1,0,1,0
"1452",20130721,"PIT",3,33,7,1,0,1,3,1,0,1,2,0,16,0,0,0,0,7,6,2,2,1,0,27,12,0,0,1,0
"1453",20130721,"CHN",3,33,10,1,0,1,3,1,1,0,7,1,5,0,1,1,0,12,3,3,3,0,0,24,16,1,0,0,0
"1454",20130721,"MIA",0,41,4,0,0,0,0,1,0,0,3,1,11,0,1,2,0,6,5,1,1,0,0,36,18,0,0,1,0
"1455",20130721,"PHI",0,31,4,1,0,0,0,0,0,1,0,0,12,0,0,0,0,5,3,5,5,0,0,24,7,0,0,0,0
"1456",20130721,"ARI",3,30,8,1,1,0,3,0,1,1,5,0,6,0,2,1,0,7,5,0,0,0,0,27,12,2,0,0,0
"1457",20130721,"SDN",2,33,10,3,0,0,1,1,0,0,2,0,7,0,0,3,0,7,3,3,3,0,0,24,10,1,0,0,0
"1458",20130721,"LAN",9,41,15,3,0,2,9,0,0,0,5,0,7,1,0,0,0,10,2,2,2,2,0,27,8,1,0,0,0
"1459",20130722,"MIN",4,38,12,3,0,1,4,0,0,0,3,1,10,1,0,1,0,10,3,3,3,0,0,27,11,0,0,1,0
"1460",20130722,"TBA",3,31,8,0,0,0,3,1,2,0,4,0,7,2,0,0,0,8,1,0,0,1,0,27,12,0,0,1,0
"1461",20130722,"DET",7,37,10,1,0,1,6,1,0,0,4,1,12,1,1,0,0,8,3,3,3,1,1,27,11,0,0,1,0
"1462",20130722,"OAK",4,34,8,2,1,2,4,0,1,0,4,0,7,0,0,1,0,8,4,3,3,1,0,27,5,2,0,1,0
"1463",20130722,"BAL",9,43,18,3,1,1,8,0,2,0,4,0,8,0,0,0,0,13,2,2,2,0,0,27,10,0,0,1,0
"1464",20130722,"CLE",1,31,5,2,0,1,1,0,0,2,2,0,3,0,1,0,0,7,4,2,2,1,1,24,8,0,0,1,0
"1465",20130722,"NYA",0,28,3,0,0,0,0,0,0,1,2,0,6,0,0,2,0,4,2,3,3,0,0,24,10,0,0,0,0
"1466",20130722,"LAN",14,44,16,3,0,2,13,0,1,2,4,0,8,0,0,1,1,11,4,5,5,1,0,27,13,0,0,2,0
"1467",20130722,"CHN",4,35,11,1,0,2,4,0,0,1,2,0,8,0,2,1,0,7,6,2,2,2,0,27,11,0,0,1,0
"1468",20130722,"MIA",3,31,9,1,0,1,3,1,1,0,5,0,5,1,0,2,0,8,3,1,1,0,0,27,7,0,0,1,0
"1469",20130722,"SDN",5,32,6,2,0,1,5,1,0,0,4,1,8,0,0,0,0,5,4,3,3,0,0,27,11,1,0,0,0
"1470",20130722,"ATL",2,33,6,0,0,0,2,0,0,1,3,0,4,1,0,0,0,8,4,1,1,1,0,27,7,0,0,1,0
"1471",20130722,"CIN",11,42,17,6,0,3,10,0,1,0,1,0,8,2,0,1,0,6,1,0,0,0,0,27,11,0,0,2,0
"1472",20130722,"PIT",6,33,8,2,0,2,5,1,0,1,4,0,8,1,1,0,0,6,5,5,5,0,0,27,17,0,0,3,0
"1473",20130723,"MIN",10,43,15,4,0,2,10,2,0,0,2,1,9,0,0,0,0,7,5,3,3,0,0,30,17,0,0,3,0
"1474",20130723,"TBA",2,34,7,2,0,2,2,0,0,0,0,0,13,0,0,0,0,5,4,6,6,1,0,24,10,1,0,0,0
"1475",20130723,"DET",6,33,8,1,1,1,5,0,1,0,5,0,8,0,1,0,0,6,3,2,2,0,0,27,11,0,0,1,0
"1476",20130723,"OAK",4,32,9,3,0,1,2,0,0,1,5,1,6,0,0,4,0,7,3,3,3,2,0,25,6,3,0,0,0
"1477",20130723,"BAL",2,33,5,0,1,1,2,0,0,0,1,0,7,0,0,0,0,5,3,3,3,0,0,24,7,0,0,1,0
"1478",20130723,"CLE",3,35,11,1,0,1,3,0,0,0,2,0,6,0,0,2,0,7,3,3,3,1,0,24,10,3,0,1,0
"1479",20130723,"NYA",5,35,8,3,1,0,5,0,0,0,1,0,6,1,0,1,0,4,5,1,0,0,0,27,10,1,0,1,0
"1480",20130723,"LAN",10,40,13,2,0,3,10,0,0,2,4,0,10,1,0,0,0,9,6,9,9,1,0,27,9,2,0,0,0
"1481",20130723,"CHN",4,36,7,0,0,2,4,0,0,0,4,0,11,0,0,0,0,9,4,10,10,0,0,24,15,0,0,1,0
"1482",20130723,"CIN",9,40,15,2,0,3,9,0,0,2,0,0,8,1,0,1,0,6,2,3,3,0,0,27,9,0,0,0,0
"1483",20130723,"MIA",4,37,11,2,0,1,3,0,0,0,0,0,5,1,0,1,0,6,3,2,2,0,0,27,13,1,0,1,0
"1484",20130723,"SDN",6,40,15,1,0,2,6,1,0,0,2,0,5,2,0,1,0,10,4,2,2,0,0,27,11,1,0,0,0
"1485",20130723,"ATL",1,32,7,2,0,1,1,1,0,1,3,0,9,1,0,0,0,9,3,4,4,0,0,24,13,0,0,1,0
"1486",20130723,"SFN",5,34,9,2,0,0,5,1,1,1,1,0,3,2,0,0,0,6,6,3,3,1,0,27,4,2,0,0,0
"1487",20130723,"PHI",1,33,7,2,0,0,1,0,0,0,1,0,9,0,0,1,0,6,5,4,4,0,0,24,10,0,0,1,0
"1488",20130723,"PIT",5,36,10,1,0,1,5,0,0,0,1,0,6,1,0,1,0,5,3,1,1,0,0,27,11,0,0,0,0
"1489",20130724,"MIN",0,28,2,0,0,0,0,0,0,1,3,0,10,2,0,1,0,5,2,1,1,0,0,24,10,0,0,1,0
"1490",20130724,"TBA",5,36,11,0,0,0,5,1,1,0,2,0,5,3,0,1,0,8,1,1,1,0,0,27,13,0,0,1,0
"1491",20130724,"DET",6,38,11,1,0,3,6,0,0,0,1,0,5,0,0,0,0,6,6,2,2,2,0,27,7,1,0,1,0
"1492",20130724,"OAK",4,33,6,3,0,2,4,0,0,1,5,0,10,0,0,0,0,8,4,3,3,0,0,27,7,0,0,0,0
"1493",20130724,"BAL",3,32,8,1,0,1,3,2,0,0,2,1,3,0,0,3,0,6,2,4,4,0,0,25,7,1,0,1,0
"1494",20130724,"CLE",10,37,13,4,0,2,9,1,0,0,6,0,6,0,0,3,0,7,2,0,0,0,0,27,12,2,0,1,0
"1495",20130724,"NYA",1,33,6,0,0,0,1,0,0,0,0,0,6,2,0,1,0,5,2,3,3,0,0,24,8,0,0,0,0
"1496",20130724,"LAN",8,45,16,5,0,2,7,0,1,1,4,0,9,0,0,1,0,13,6,3,3,0,0,30,8,3,0,0,0
"1497",20130724,"CHN",7,46,11,6,0,1,7,1,0,0,3,0,12,0,0,1,0,7,7,5,5,0,0,36,10,1,0,0,0
"1498",20130724,"MIA",1,37,10,0,0,0,1,0,0,1,2,0,9,1,0,0,0,12,4,2,2,1,0,24,11,1,0,0,0
"1499",20130724,"SDN",1,31,5,2,0,1,1,0,0,0,1,0,9,1,1,0,0,4,3,2,2,0,0,24,9,1,0,1,0
"1500",20130724,"ATL",8,35,8,0,0,3,7,0,0,1,3,0,7,0,0,1,0,4,4,2,2,0,0,27,14,0,0,3,0
"1501",20130724,"CIN",8,37,13,4,1,0,7,0,2,0,6,0,4,0,0,1,0,10,3,2,2,1,0,27,10,2,0,1,0
"1502",20130724,"PHI",3,34,9,1,0,0,3,0,0,1,1,0,2,0,0,3,0,6,4,11,11,0,0,24,12,0,0,1,0
"1503",20130724,"PIT",4,33,5,1,0,1,4,0,0,1,1,1,13,0,0,0,0,4,3,2,2,0,0,27,6,0,0,1,0
"1504",20130725,"DET",4,32,5,0,0,3,4,0,0,0,3,0,9,0,0,1,0,4,2,3,3,0,0,24,13,2,0,1,0
"1505",20130725,"BAL",1,33,8,1,1,0,1,0,0,0,2,0,9,0,0,1,0,7,4,7,7,0,0,24,8,0,0,1,0
"1506",20130725,"ANA",8,37,12,1,0,0,7,0,1,1,2,0,8,0,0,1,0,6,3,3,3,1,0,27,9,0,0,0,0
"1507",20130725,"MIN",2,38,8,2,0,0,2,0,0,1,1,0,13,0,0,0,0,11,5,8,8,0,0,24,6,0,0,0,0
"1508",20130725,"NYA",2,34,10,5,0,0,2,1,0,0,2,0,3,0,2,1,0,8,3,0,0,0,0,27,10,0,0,1,0
"1509",20130725,"HOU",0,27,2,1,0,0,0,1,0,1,2,0,9,0,1,0,0,4,2,4,4,0,0,24,10,0,0,3,0
"1510",20130725,"CHN",1,32,6,4,0,0,1,0,0,0,3,0,6,0,0,1,0,7,3,3,3,0,0,24,10,0,0,1,0
"1511",20130725,"MIA",5,34,8,3,0,1,4,0,0,0,1,0,11,0,1,0,0,3,5,2,2,0,0,27,14,2,0,1,0
"1512",20130725,"CIN",5,34,9,1,0,2,5,0,0,1,3,1,7,1,0,2,0,6,3,1,1,1,0,27,14,1,0,1,0
"1513",20130725,"SDN",10,40,16,3,0,2,9,1,1,0,3,0,7,1,0,1,0,8,7,8,8,0,0,27,10,0,0,1,0
